accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-1.00318595,0.115562702,-0.486830829,8.696815715,3.797248023,2.496171984,0.071746849,0.151545023,0.135997306
-0.979461232,0.029421348,-0.499972249,7.900588267,-3.582082709,3.574396014,0.182362122,0.2513388,0.20971348
-1.04043212,0.079194055,-0.479952524,1.696471663,0.238303357,-4.573089654,0.113561291,0.220210283,0.226489483
-1.019453208,0.116579914,-0.507566908,3.859374673,-0.989231508,-2.277833242,0.09725509,0.192518265,0
-1.036535956,0.133882096,-0.495797555,4.351791864,-1.263191708,-1.630936293,0.113003101,0.215732733,0
-1.033937637,0.169993167,-0.531663235,5.112792726,2.173290898,-0.565045912,0.04941055,0.158621619,0
-0.983692724,0.152093782,-0.503279601,0.921135885,-0.380819388,-1.485472171,0,0.171808248,0
-0.992450871,0.164091691,-0.517052217,2.420330523,-1.368116083,4.312392815,0,0.142597329,0
-0.950704594,0.07214833,-0.489882341,1.601956552,-0.821263423,7.75241758,0.09507387,0.289313036,0.352939349
-1.021817095,0.009870141,-0.476960127,2.216522024,-0.545408885,2.761177743,0.192587055,0.339338871,0.174419193
-0.823740249,0.150679981,-0.313918953,3.064814777,-67.54455198,-21.28266944,0.097009659,0.094258929,0
-0.762219443,0.111821734,-0.546409345,25.17218306,-14.1137849,5.073016859,0,0,0
-1.01449927,0.047690402,-0.217439643,-5.8034258,-16.77275637,8.035763362,0,0,0.894637467
-1.044472296,-0.091276989,-0.394017059,-8.923419521,-11.66195211,-0.695655911,0,0.098839749,0.548331421
-0.919224633,-0.062276136,-0.565895584,-10.58367018,-17.11699003,-7.292358927,0.268814098,0.259868601,0
-0.859227266,0.077568304,-0.740260746,5.295891449,-22.96632366,-6.759189804,0,0,0
-0.85472376,0.357977844,-0.456938124,80.37030958,169.6254901,-18.74146834,0,0,0
-1.002013394,0,-0.144910746,-44.2355527,-2.889857907,-1.843919935,0,0,0.736774638
-1.038120882,-0.01019294,-0.322966629,23.1909226,-18.82415757,17.75866932,0,0,0.60486954
-0.996698503,-0.009990696,-0.456087544,-6.887836587,-4.033500443,-5.888118151,0,0.215161112,0.374786875
-0.998162907,0.068435374,-0.504311175,8.618246748,-7.288838674,-0.991598924,0.274338835,0.279378877,0
-0.971698753,0.020665545,-0.690023502,13.52675626,-23.11683295,-3.634961908,0.192374152,0,0
-1.069117734,0.180716196,-0.715024827,13.37935,-77.98227208,5.451183742,0,0,0
-0.960604791,-0.077766331,-0.039623051,-25.56872836,10.81510792,18.73257597,0,0,0
-1.039260029,0.133370257,-0.141504589,-15.00658931,-10.57534153,3.843121677,0,0,0.722667435
-1.033873544,-0.05045947,-0.339426338,-4.922148615,-15.04391994,4.19870744,0,0,0.775508943
-0.994845449,-0.03856288,-0.428718483,35.90269081,-6.902406514,7.120140066,0,0.111073516,0.486429849
-0.979592954,-0.020516037,-0.511997238,-1.019947046,-2.765369757,-4.399721626,0.187813372,0.137097998,0
-1.038989345,0.009658438,-0.626705326,5.513301924,-16.32243067,-5.190728475,0.301409452,0,0
-0.849417661,0.090400296,-0.855817935,22.32051186,-49.47850718,1.365634316,0,0,0
-0.889562233,0.526331998,-0.704069294,-72.36299768,142.5867418,-43.75700593,0,0,0
-0.965576808,0.009667853,-0.193846921,9.773675521,-12.52442996,9.411729901,0,0,0.770753409
-0.967293873,-0.010026149,-0.393473366,-3.509698535,-8.869044053,4.79928162,0,0,0.517986521
-0.97087429,0.009577116,-0.441870329,26.51136618,-10.11045111,6.874206739,0.174879734,0.21106682,0
-0.934624632,-0.031474087,-0.608016039,1.568042853,-13.95104049,-2.278589855,0.268146904,0.06237873,0
-0.846634292,0.094068871,-0.788617521,-0.999993998,-31.58779728,-7.263244155,0,0,0
-0.86274455,0.101034707,-0.8833566,1.723604271,185.9735074,32.91966417,0,0,0
-1.015366068,0.031039193,-0.142368245,-16.21722313,-20.79571132,-7.450581685,0,0,0.607965955
-1.030328151,0.031271991,-0.318923727,-37.45436065,-8.833239619,-13.70111919,0,0,0.877585885
-1.060136725,-0.16384472,-0.445373808,38.21845495,-12.01011912,6.892537865,0.071234329,0.112152577,0.32516058
-0.973698086,0.069194724,-0.561012679,30.8816263,-27.35544854,2.476978086,0.297271928,0.396273995,0
-0.964206871,0.166000097,-0.774766301,38.01815093,-80.88699326,18.29911713,0,0,0
-1.512816716,0.048428511,0.197446869,46.05036219,-1.963604766,11.09387391,0,0,0
-1.028135384,0.049772951,-0.235582034,4.948067279,-15.31855308,7.817741705,0,0,0.880039777
-0.942208524,-0.047985987,-0.462188203,8.525797027,-10.39072855,-0.986195511,0.160374265,0.182829486,0.077080842
-0.970029355,0,-0.611571921,7.486602364,-15.93923084,-2.294603773,0.282801355,0.261809468,0
-0.80661971,0.154392426,-0.851502639,30.33738951,-52.89742684,6.321318412,0,0,0
-0.863015571,0.359844176,-0.76050529,-3.367099642,117.4362468,11.60432212,0,0,0
-1.097737566,0,-0.134668215,3.334801392,-21.15577875,-2.796964478,0,0,0.726571324
-0.929516385,-0.061011808,-0.376818401,9.72065602,-14.77116774,8.831444731,0,0,0.634778453
-0.982026992,-0.020926144,-0.5818722,23.16192967,-14.46017501,1.00922779,0.21992229,0.165004004,0
-0.866991978,0.152188538,-0.673748012,112.8928638,-17.60613346,21.94740404,0.117902846,0,0
-1.045238251,-0.058977269,-0.321491676,202.0151025,-15.19654096,47.99606677,0,0,0
-1.037980587,0.048415547,-0.245524325,-26.69587186,-7.736517416,0.248723171,0,0,0.875050977
-1.050612664,-0.028978537,-0.476952911,14.95638556,-11.58940803,10.09973103,0.136060897,0.286421094,0
-0.963804569,-0.040108566,-0.584320679,15.77055942,-9.336495682,-1.652333125,0.258717271,0.129466461,0
-1.196604544,0.092224201,-0.709337608,82.4678363,-101.5540318,36.90176057,0,0,0
-1.295885229,-0.041409186,-0.039029677,-39.36921063,-20.27021753,-1.561110297,0,0,0.380836177
-1.073754549,0.019341704,-0.252380414,-33.36407315,-6.953803849,-3.190397141,0,0,0.896466355
-0.984060725,-0.130289885,-0.438730258,35.32706714,-8.476024688,1.39780565,0,0,0.511918133
-0.940000599,0.030141279,-0.617661445,-5.28255463,-12.93641371,-6.391260037,0.24633994,0.219822342,0
