accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-0.17,0.91,-0.03,-57.98,-77.58,15.14,0.00,0.00,0.00
-0.21,1.01,-0.17,17.21,27.22,-24.48,0.00,0.00,0.77
0.07,0.97,0.04,22.34,3.78,-15.01,0.22,0.18,0.39
0.15,0.83,0.30,37.90,-7.08,-12.02,0.00,0.00,0.00
0.44,0.96,0.57,-182.25,63.29,160.77,0.00,0.00,0.00
-0.19,1.01,-0.16,18.07,29.54,-27.40,0.00,0.00,0.84
0.02,0.98,-0.03,16.78,-4.33,-13.55,0.11,0.13,0.55
0.15,0.91,0.21,32.65,6.65,-13.06,0.06,0.16,0.00
-0.10,0.76,0.24,-152.83,-57.07,128.30,0.00,0.00,0.00
-0.12,0.99,-0.06,25.27,23.68,-34.36,0.00,0.00,0.55
0.02,0.99,-0.03,21.42,-5.49,-16.42,0.07,0.15,0.48
0.21,0.85,0.19,23.86,-12.39,-12.94,0.06,0.16,0.00
0.15,0.85,0.52,59.14,-19.29,-59.57,0.00,0.00,0.00
