accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-0.11,0.89,0.05,-95.09,-4.64,81.54,0.00,0.00,0.00
-0.23,0.98,-0.10,8.12,33.02,-13.49,0.00,0.00,0.61
0.07,0.95,0.04,16.91,-6.59,-15.01,0.24,0.36,0.05
0.20,0.94,0.22,34.67,-17.21,-17.70,0.18,0.37,0.00
0.06,0.91,0.45,-160.34,-1.04,103.58,0.00,0.00,0.00
-0.17,0.98,-0.07,12.02,27.16,-14.16,0.00,0.00,0.73
-0.06,1.00,-0.06,13.24,3.54,-9.64,0.18,0.10,0.59
0.11,0.95,0.13,26.31,-10.93,-17.27,0.21,0.39,0.00
0.06,0.93,0.32,53.41,-35.34,-43.52,0.00,0.00,0.00
-0.07,0.86,0.05,-21.00,-67.14,-5.00,0.00,0.00,0.00
-0.12,0.98,-0.07,11.60,8.85,-15.44,0.00,0.00,0.78
-0.00,0.98,-0.03,14.16,-21.06,-10.68,0.00,0.16,0.49
0.16,0.94,0.14,31.62,-8.18,-20.20,0.07,0.30,0.00
0.06,1.03,0.26,55.91,-34.97,-40.04,0.00,0.00,0.00
-0.07,0.87,0.10,-11.54,-67.08,-12.33,0.00,0.00,0.00
0.04,0.93,-0.12,16.05,3.72,-29.54,0.00,0.00,0.63
0.15,0.92,0.04,15.56,7.45,-10.50,0.17,0.17,0.12
-0.28,1.00,-0.03,-2.26,13.43,7.32,0.00,0.00,0.00
-0.30,0.94,-0.16,10.25,-6.23,-17.76,0.00,0.00,0.43
0.00,0.96,-0.01,9.34,11.05,-18.86,0.05,0.07,0.50
0.04,0.96,0.08,19.41,-12.15,-15.08,0.25,0.29,0.00
0.14,0.83,0.29,36.38,-9.34,-18.31,0.00,0.00,0.00
0.19,0.89,0.44,-156.01,44.25,128.60,0.00,0.00,0.00
-0.23,0.98,-0.14,4.70,17.46,-18.86,0.00,0.00,0.68
0.02,0.97,-0.02,15.44,-11.78,-13.79,0.06,0.07,0.35
0.16,0.90,0.20,18.98,6.65,-9.89,0.11,0.22,0.00
-0.05,1.04,0.36,57.07,-57.07,-53.59,0.00,0.00,0.00
-0.12,0.90,0.01,-33.26,-47.85,13.49,0.00,0.00,0.00
-0.23,1.00,-0.09,11.72,-10.19,-28.44,0.00,0.00,0.73
-0.00,1.00,-0.02,10.56,13.06,-3.72,0.08,0.04,0.55
0.03,0.97,0.08,16.60,15.38,0.24,0.20,0.28,0.00
0.10,0.79,0.43,47.61,-8.73,-20.26,0.00,0.00,0.00
0.08,0.93,0.34,-85.88,-60.61,32.47,0.00,0.00,0.00
-0.13,0.97,0.04,4.70,16.97,-12.08,0.00,0.00,0.45
-0.38,1.06,-0.24,6.47,33.94,0.98,0.00,0.00,0.06
-0.08,0.95,-0.08,13.55,0.73,-22.22,0.00,0.00,0.58
0.09,0.94,-0.00,16.85,28.20,-4.94,0.17,0.19,0.34
0.23,0.87,0.31,39.31,-0.79,-10.68,0.00,0.11,0.00
0.06,0.61,0.30,-138.79,17.58,109.19,0.00,0.00,0.00
-0.15,0.96,-0.22,22.40,-20.81,-33.87,0.00,0.00,0.59
0.06,0.98,-0.07,13.67,-21.36,-17.64,0.00,0.06,0.89
0.05,0.98,0.05,26.06,-15.32,-22.64,0.11,0.19,0.00
0.13,0.84,0.28,38.82,-8.48,-19.65,0.00,0.00,0.00
-0.11,0.94,0.20,-122.31,48.95,127.75,0.00,0.00,0.00
-0.19,1.03,-0.07,19.53,-9.22,-42.05,0.00,0.00,0.74
0.03,0.98,-0.02,16.36,2.08,-13.43,0.07,0.08,0.48
0.16,0.90,0.23,12.02,2.99,-1.04,0.25,0.29,0.00
0.21,0.62,0.51,39.12,-36.13,-30.27,0.00,0.00,0.00
0.29,0.62,0.56,-29.48,81.73,159.30,0.00,0.00,0.00
