accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-0.25,0.87,0.01,-52.98,2.75,45.96,0.00,0.00,0.00
-0.13,0.99,-0.04,6.23,15.69,-25.88,0.08,0.09,0.53
0.20,0.88,0.08,16.78,18.19,-3.05,0.08,0.32,0.00
0.16,0.85,0.44,76.42,-74.40,-93.75,0.00,0.00,0.00
-0.16,1.04,-0.07,-0.37,53.16,11.35,0.00,0.00,0.20
0.09,0.95,0.01,15.44,-19.84,-21.61,0.05,0.00,0.67
0.11,0.94,0.13,28.87,1.22,-13.92,0.13,0.13,0.00
0.50,0.54,0.67,60.30,-15.81,-25.94,0.00,0.00,0.00
-0.55,1.19,-0.35,-11.72,106.32,40.47,0.00,0.00,0.38
-0.01,0.99,-0.05,12.45,3.60,-10.74,0.08,0.00,0.58
0.08,0.95,0.09,25.33,-1.59,-13.55,0.19,0.20,0.00
0.13,0.85,0.38,49.26,-47.42,-40.71,0.00,0.00,0.00
-0.25,0.96,-0.04,4.33,22.40,-6.96,0.00,0.00,0.06
-0.03,1.00,-0.05,3.11,10.07,-13.12,0.00,0.00,0.97
0.00,0.97,0.02,30.21,-6.23,-18.55,0.21,0.20,0.37
-0.06,1.11,0.03,1.89,22.16,1.28,0.00,0.00,0.00
-0.13,1.01,-0.06,10.25,-14.59,-24.05,0.00,0.00,0.59
-0.04,1.00,-0.03,14.71,-1.16,-15.99,0.11,0.11,0.52
0.07,0.97,0.09,19.53,4.70,-8.85,0.26,0.26,0.00
0.48,0.45,0.58,47.73,36.99,-4.27,0.00,0.00,0.00
-0.28,1.02,-0.22,-18.07,73.43,19.53,0.00,0.00,0.19
-0.01,0.99,-0.04,12.27,-7.08,-13.79,0.00,0.00,0.81
0.08,0.94,0.12,25.76,-10.38,-16.78,0.13,0.22,0.00
0.15,0.81,0.33,38.27,-15.69,-28.02,0.00,0.00,0.00
-0.22,1.02,0.10,-100.16,-25.88,88.56,0.00,0.00,0.00
0.01,0.96,0.02,11.41,21.00,-27.16,0.00,0.00,0.66
-0.02,0.98,0.00,16.78,5.13,-8.91,0.17,0.17,0.35
0.17,0.86,0.24,35.34,-4.64,-16.24,0.00,0.00,0.00
-0.11,0.63,0.27,-114.01,-62.87,75.68,0.00,0.00,0.00
-0.23,0.97,-0.12,10.56,-5.00,-18.86,0.00,0.00,0.48
-0.00,0.98,-0.09,7.08,19.29,-2.14,0.00,0.00,0.83
0.07,0.94,0.05,26.92,-1.22,-14.83,0.12,0.15,0.20
0.28,0.77,0.55,48.03,-41.63,-57.98,0.00,0.00,0.00
0.16,1.07,0.03,9.70,-11.54,-48.65,0.00,0.00,0.00
-0.39,1.02,-0.23,8.42,24.90,-10.62,0.00,0.00,0.69
0.42,0.82,-0.05,13.55,107.30,3.60,0.00,0.15,0.40
0.26,0.83,0.29,37.29,-11.78,-22.77,0.00,0.00,0.00
0.32,1.05,0.59,-200.93,-42.18,127.08,0.00,0.00,0.00
-0.30,1.03,-0.14,12.94,23.93,-19.78,0.00,0.00,0.62
-0.09,0.97,-0.01,10.62,7.69,-4.76,0.00,0.19,0.54
0.15,0.91,0.27,37.23,-13.73,-27.83,0.00,0.13,0.00
0.55,0.53,0.85,54.50,-13.61,-10.56,0.00,0.00,0.00
-0.15,1.21,-0.13,27.22,18.74,-65.06,0.00,0.00,0.43
0.02,0.96,0.00,20.75,-9.09,-21.06,0.18,0.16,0.33
0.10,0.91,0.18,16.72,0.06,-8.48,0.27,0.30,0.00
0.12,0.97,0.32,57.98,-26.98,-44.92,0.00,0.00,0.00
-0.10,0.81,0.03,11.23,-32.71,-18.37,0.00,0.00,0.00
-0.04,0.98,-0.07,2.38,38.82,-14.34,0.00,0.00,0.74
0.02,0.97,0.03,17.82,-9.16,-12.21,0.22,0.08,0.59
0.11,0.87,0.30,37.66,-8.79,-32.53,0.00,0.00,0.00
0.31,0.40,0.62,12.21,86.91,59.20,0.00,0.00,0.00
-0.10,0.80,0.09,-75.26,-14.28,60.36,0.00,0.00,0.00
-0.16,1.02,-0.15,14.71,-6.04,-17.94,0.00,0.00,0.73
0.06,0.98,0.06,20.63,-10.07,-15.69,0.16,0.29,0.00
0.07,0.94,0.23,36.56,-16.11,-21.00,0.00,0.09,0.00
0.06,0.82,0.46,-181.70,5.62,130.00,0.00,0.00,0.00
-0.21,1.01,-0.10,9.58,25.21,-17.27,0.00,0.00,0.56
0.06,0.98,-0.00,13.85,11.72,-8.79,0.00,0.00,0.65
0.13,0.89,0.12,30.09,-17.15,-23.32,0.00,0.21,0.00
0.18,0.80,0.34,32.10,-10.13,-20.57,0.00,0.00,0.00
-0.19,0.94,0.13,-120.30,22.77,123.11,0.00,0.00,0.00
-0.12,0.97,-0.15,10.07,-9.28,-27.47,0.00,0.00,0.68
-0.01,0.98,-0.03,7.81,9.64,-8.36,0.05,0.00,0.85
0.05,0.94,0.07,18.86,-3.54,-12.51,0.50,0.41,0.00
0.11,0.87,0.23,28.20,-8.48,-9.58,0.37,0.32,0.00
0.13,0.95,0.41,-149.17,22.28,115.48,0.00,0.00,0.00
-0.18,1.06,-0.05,18.13,25.94,-26.12,0.00,0.00,0.52
-0.07,0.98,-0.08,9.77,-4.58,-19.10,0.00,0.00,0.85
0.01,0.98,0.02,16.42,1.53,-9.46,0.21,0.27,0.41
0.26,0.89,0.26,24.60,-11.23,-12.21,0.24,0.47,0.00
0.27,0.62,0.48,21.18,-13.73,-15.81,0.00,0.00,0.00
