accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-0.39,0.80,-0.12,-58.78,-26.43,17.03,0.00,0.00,0.00
-0.46,1.07,-0.03,66.96,10.44,-5.49,0.00,0.00,0.60
-0.25,0.86,0.01,40.16,-18.74,-10.13,0.09,0.26,0.00
-0.43,0.97,0.17,90.52,-14.95,-4.03,0.00,0.00,0.00
-0.35,0.64,-0.03,-10.74,12.88,-6.29,0.00,0.00,0.00
-0.17,0.92,-0.05,29.36,0.12,-4.64,0.00,0.20,0.46
-0.26,0.92,0.17,50.48,8.61,21.67,0.00,0.07,0.00
-0.43,1.07,0.39,-190.80,-96.62,-36.50,0.00,0.00,0.00
-0.29,0.98,-0.08,46.20,13.55,-13.49,0.00,0.00,0.53
-0.27,0.95,0.06,25.94,-8.36,2.01,0.23,0.52,0.00
-0.30,0.79,0.28,53.53,4.88,11.23,0.00,0.00,0.00
-0.52,0.94,0.28,-220.64,53.16,-11.35,0.00,0.00,0.00
-0.42,1.02,-0.17,43.76,-16.36,-8.54,0.00,0.00,0.78
-0.26,0.94,0.07,31.80,-20.39,-6.23,0.14,0.33,0.00
-0.84,0.67,0.16,56.70,-291.99,-114.01,0.00,0.00,0.00
-0.49,0.95,-0.38,37.66,13.49,-22.46,0.00,0.00,0.73
-0.24,0.97,-0.01,15.14,-1.53,-2.93,0.06,0.14,0.56
-0.33,0.92,0.07,26.18,-13.49,-1.59,0.05,0.37,0.00
-0.48,0.99,0.24,102.78,-6.47,-14.65,0.00,0.00,0.00
-0.27,0.67,0.32,29.11,-47.42,-17.46,0.00,0.00,0.00
-0.30,0.96,-0.10,18.92,18.55,-9.70,0.00,0.00,0.50
-0.26,0.95,0.01,13.92,4.58,4.33,0.15,0.00,0.54
-0.38,0.82,0.23,57.74,11.84,8.73,0.00,0.00,0.00
-0.52,0.90,0.35,-163.21,-2.38,10.01,0.00,0.00,0.00
-0.46,0.96,-0.15,26.55,6.29,-12.57,0.00,0.00,0.57
-0.26,0.97,0.03,18.86,-11.11,0.37,0.09,0.00,0.37
-0.33,0.86,0.25,48.28,-2.26,6.16,0.00,0.00,0.00
-0.27,0.92,0.57,-206.79,-47.97,-73.24,0.00,0.00,0.00
-0.21,0.94,-0.16,16.24,63.90,7.08,0.07,0.00,0.48
-0.20,0.94,0.06,22.16,-20.20,1.46,0.27,0.46,0.00
-0.33,0.90,0.20,40.34,2.87,8.91,0.59,0.55,0.00
-0.50,0.56,0.02,-110.47,-98.82,-31.43,0.00,0.00,0.00
-0.41,0.77,-0.23,25.94,52.31,-6.35,0.00,0.00,0.65
-0.29,0.93,0.01,30.76,11.47,0.06,0.15,0.16,0.37
-0.27,0.94,0.22,10.44,-23.19,5.19,0.00,0.06,0.00
-0.63,0.82,0.17,-149.48,-35.16,-40.04,0.00,0.00,0.00
-0.28,1.03,-0.24,29.60,31.13,-15.32,0.00,0.00,0.50
-0.23,0.95,-0.10,15.87,-0.43,-0.73,0.00,0.07,0.68
-0.23,0.94,0.15,44.31,-1.04,7.87,0.15,0.32,0.00
-0.18,0.65,0.52,81.60,-60.30,-18.86,0.00,0.00,0.00
-0.41,0.96,-0.55,-7.57,58.96,-9.28,0.00,0.00,0.19
-0.32,0.98,-0.08,21.48,10.50,-1.83,0.14,0.16,0.37
-0.27,0.87,0.12,43.27,2.56,10.44,0.13,0.19,0.00
-0.43,0.52,0.08,-127.20,-20.20,-18.37,0.00,0.00,0.00
-0.23,0.84,-0.10,46.45,80.99,7.51,0.00,0.00,0.46
