accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-0.10,-0.06,-1.24,14.04,-1.16,0.43,0.12,0.00,0.88
-0.08,-0.06,-1.22,1.04,1.65,-4.15,0.10,0.00,0.80
-0.08,-0.08,-1.25,1.77,0.92,-1.10,0.13,0.00,0.88
-0.09,-0.08,-1.24,-0.12,-0.61,1.77,0.13,0.00,0.88
-0.06,-0.06,-1.23,9.83,-4.09,-1.34,0.10,0.00,0.79
-0.08,0.04,-1.24,2.50,-2.32,-1.34,0.08,0.00,0.90
-0.07,0.04,-1.24,4.82,-0.06,-3.36,0.07,0.00,0.85
-0.08,0.06,-1.26,2.81,1.22,0.24,0.06,0.00,0.85
-0.21,1.06,-0.06,-17.88,-27.28,-13.55,0.00,0.00,0.00
-0.29,0.46,-1.10,0.37,3.42,0.06,0.00,0.00,0.48
-0.31,0.46,-1.11,4.52,-0.55,-0.49,0.00,0.00,0.46
-0.31,0.46,-1.10,3.42,0.00,-0.24,0.00,0.00,0.45
-0.29,0.47,-1.13,15.08,-9.16,15.75,0.00,0.00,0.50
-0.21,0.51,-1.18,30.09,-21.91,0.49,0.00,0.00,0.53
-0.31,0.61,-0.99,70.86,96.56,14.83,0.00,0.00,0.54
-0.35,0.98,-0.13,-24.41,25.15,-61.34,0.00,0.00,0.58
-0.15,0.95,-0.12,-1.16,8.91,-26.06,0.00,0.00,0.53
-0.11,1.03,0.00,-6.90,57.98,-7.87,0.00,0.00,0.49
-0.07,1.00,-0.11,7.51,-1.83,-10.19,0.00,0.00,0.49
-0.06,1.10,-0.18,-1.34,32.90,-2.93,0.00,0.00,0.55
0.09,0.98,0.10,18.37,-61.71,-33.51,0.00,0.00,0.54
-0.10,0.96,-0.11,9.95,-9.64,7.81,0.00,0.00,0.53
-0.19,0.96,-0.07,15.44,-16.85,-38.76,0.00,0.00,0.62
-0.22,1.04,-0.09,-2.26,17.03,1.59,0.00,0.00,0.58
-0.20,0.92,-0.06,-1.71,5.19,3.42,0.00,0.00,0.55
-0.17,0.97,-0.06,4.52,-1.77,-2.81,0.00,0.00,0.63
-0.06,0.91,-0.11,0.12,-19.71,-9.58,0.00,0.00,0.62
-0.25,0.94,-0.12,-0.06,-2.69,5.31,0.00,0.00,0.58
0.06,0.95,-0.14,-5.07,5.31,17.88,0.00,0.00,0.62
-0.10,1.03,-0.20,7.39,4.94,-2.93,0.00,0.00,0.58
-0.05,0.91,-0.17,4.33,-4.21,-12.45,0.00,0.00,0.58
-0.06,0.97,-0.16,2.08,-5.92,5.00,0.00,0.00,0.59
-0.10,0.99,-0.15,3.97,-2.75,7.93,0.00,0.00,0.61
-0.17,1.04,-0.22,11.29,1.04,-16.97,0.00,0.00,0.61
-0.07,0.96,-0.07,5.55,1.53,-0.18,0.00,0.00,0.64
-0.16,1.01,0.05,-2.87,4.39,-12.57,0.00,0.00,0.56
-0.17,0.97,0.12,-26.00,-11.11,6.35,0.00,0.00,0.58
-0.39,0.78,0.30,82.52,159.67,13.24,0.00,0.00,0.00
-0.37,0.98,-0.03,59.69,21.61,2.62,0.00,0.00,0.12
-0.14,0.82,0.18,-65.06,-16.78,-0.37,0.00,0.00,0.00
-0.33,1.03,-0.02,30.76,27.47,4.76,0.00,0.39,0.26
-0.12,0.51,-0.01,-70.98,-18.55,-18.37,0.00,0.00,0.00
-0.19,0.90,-0.23,65.55,-71.66,-24.54,0.00,0.00,0.66
-0.24,0.98,0.10,59.08,4.82,1.40,0.00,0.30,0.00
-0.19,1.16,0.34,-250.31,75.99,2.50,0.00,0.00,0.00
-0.26,0.98,-0.06,53.16,-53.10,-21.91,0.00,0.12,0.41
-0.09,0.86,0.24,61.28,-109.31,-56.40,0.00,0.00,0.00
-0.50,0.90,-0.07,-18.43,-128.36,-27.65,0.00,0.00,0.00
-0.18,0.92,0.08,1.28,21.12,-18.01,0.00,0.44,0.00
