accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-1.08,-0.04,-0.46,6.47,161.07,20.63,0.00,0.00,0.00
-1.04,-0.16,-0.32,-1.22,-33.26,17.76,0.00,0.00,0.88
-0.98,-0.18,-0.59,-43.88,-21.30,-14.89,0.14,0.14,0.00
-1.01,-0.05,-0.71,13.43,-48.83,-17.70,0.00,0.00,0.00
-0.97,-0.10,-1.41,-117.43,260.19,-3.54,0.00,0.00,0.00
-0.95,0.16,-0.24,-2.93,-31.13,18.25,0.00,0.00,1.21
-1.01,-0.14,-0.45,6.65,-10.07,-3.05,0.00,0.00,0.76
-0.99,-0.04,-0.68,-6.16,-25.82,-8.54,0.12,0.00,0.00
-0.83,0.11,-0.87,14.53,-54.20,-0.98,0.00,0.00,0.00
-1.03,0.35,-0.69,-24.72,167.72,3.11,0.00,0.00,0.00
-1.06,0.03,-0.28,-4.58,-32.71,7.02,0.00,0.00,1.17
-0.97,-0.21,-0.43,-14.47,-6.77,-0.85,0.00,0.00,1.26
-0.92,-0.09,-0.53,0.49,-10.07,-5.00,0.22,0.19,0.00
-0.90,-0.01,-0.69,13.24,-27.53,-6.59,0.00,0.00,0.00
-0.73,0.24,-0.45,-41.75,164.00,-36.99,0.00,0.00,0.00
-1.00,0.16,-0.08,35.46,-33.33,24.11,0.00,0.00,0.86
-1.00,-0.17,-0.43,19.53,-17.27,6.90,0.00,0.00,1.10
-0.96,-0.10,-0.57,13.43,-20.26,-0.98,0.24,0.15,0.00
-1.00,-0.03,-0.72,4.46,-54.32,-11.60,0.00,0.00,0.00
-0.93,0.44,-0.71,231.51,-1.04,83.62,0.00,0.00,0.00
-0.97,0.04,-0.19,166.02,40.71,48.89,0.00,0.00,0.00
-1.02,0.07,-0.16,-31.62,-25.70,-2.75,0.00,0.00,0.69
-1.04,-0.03,-0.40,-0.61,-23.01,16.54,0.00,0.00,1.06
-0.97,-0.07,-0.54,2.93,-16.72,-3.60,0.16,0.27,0.00
-0.97,-0.01,-0.68,12.82,-27.34,-12.57,0.00,0.14,0.00
-0.69,0.31,-0.62,-74.77,137.94,21.73,0.00,0.00,0.00
-1.14,0.22,-0.01,-50.17,-29.91,-3.17,0.00,0.00,0.55
-1.01,-0.11,-0.35,8.97,-26.43,0.49,0.00,0.00,1.35
-1.02,-0.08,-0.46,13.31,-13.85,1.71,0.20,0.30,0.26
-0.94,-0.08,-0.64,9.46,-21.85,-4.88,0.17,0.14,0.00
-0.49,-0.15,-1.53,-59.57,-57.01,0.43,0.00,0.00,0.00
-0.82,0.02,0.03,-87.22,-26.55,-16.97,0.00,0.00,0.12
-1.01,-0.08,-0.25,-6.47,-21.55,0.92,0.00,0.00,1.00
-1.05,-0.08,-0.45,16.48,-12.02,1.59,0.00,0.08,0.73
-0.93,-0.17,-0.64,31.43,-30.70,-1.83,0.23,0.22,0.00
-0.87,0.06,-0.79,6.47,-32.90,-16.60,0.00,0.00,0.00
-0.99,-0.06,-1.13,-63.05,197.39,3.91,0.00,0.00,0.00
-1.04,-0.09,-0.13,-16.42,-19.04,4.58,0.00,0.00,0.69
-1.10,-0.01,-0.30,-15.38,-19.96,-0.79,0.00,0.00,1.17
-1.06,-0.14,-0.50,10.31,-6.65,-2.75,0.00,0.00,0.81
-1.01,-0.07,-0.61,-22.09,-11.11,-9.28,0.16,0.13,0.00
-0.89,-0.02,-0.74,10.44,-10.07,-3.72,0.00,0.00,0.00
-1.14,0.11,-0.96,60.49,-90.21,33.81,0.00,0.00,0.00
-1.03,0.10,-0.02,0.73,7.20,13.79,0.00,0.00,0.32
-1.03,-0.03,-0.35,5.19,-15.26,9.16,0.00,0.00,0.97
-1.00,-0.08,-0.43,9.09,-16.60,5.92,0.04,0.16,0.55
-0.96,-0.07,-0.62,19.96,-9.22,-0.61,0.20,0.07,0.00
