accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
0.35,0.33,0.51,-21.18,27.10,31.13,0.00,0.00,0.00
0.14,0.94,0.17,30.76,-34.42,-39.00,0.00,0.00,0.05
0.23,0.76,-0.14,-66.35,-20.26,40.22,0.00,0.00,0.00
-0.08,0.84,0.09,34.97,5.13,-37.96,0.00,0.05,0.00
0.29,0.76,0.45,-98.51,267.58,233.40,0.00,0.00,0.00
-0.00,0.98,0.01,15.44,-25.09,-30.94,0.00,0.00,0.29
-0.13,1.09,0.25,62.26,-104.13,-109.07,0.00,0.00,0.00
-0.56,0.74,-0.11,-61.40,-1.83,35.28,0.00,0.00,0.40
-0.15,1.04,-0.10,57.80,-64.33,-49.26,0.00,0.00,0.23
0.32,0.83,0.92,36.32,-166.87,-87.22,0.00,0.00,0.00
-0.07,0.93,0.04,12.88,-11.29,-19.35,0.00,0.30,0.00
0.17,0.88,0.34,-145.20,0.31,145.69,0.00,0.00,0.00
-0.02,0.97,-0.07,12.88,9.40,-29.79,0.00,0.16,0.23
-0.21,0.96,0.10,-31.49,-315.00,-107.42,0.00,0.00,0.00
0.42,0.72,0.18,-31.80,36.87,24.72,0.06,0.42,0.00
0.04,1.12,-0.00,41.56,-109.01,-81.48,0.00,0.00,0.17
-1.73,0.99,-0.35,-21.18,165.65,28.32,0.00,0.00,0.41
0.03,0.96,-0.07,20.81,5.37,-28.75,0.00,0.09,0.52
0.00,1.12,0.07,-91.61,88.99,113.34,0.00,0.00,0.00
0.02,0.92,0.12,21.12,27.47,-23.80,0.00,0.33,0.07
0.28,1.02,0.39,-151.49,91.06,163.39,0.00,0.00,0.00
-0.05,0.91,-0.12,13.55,-26.31,-30.03,0.00,0.21,0.00
-0.58,0.44,0.28,0.85,-132.81,47.61,0.00,0.00,0.00
0.03,0.94,0.04,-4.33,21.67,-27.10,0.05,0.26,0.34
0.24,0.83,0.15,22.89,-96.68,-46.20,0.00,0.15,0.00
-0.63,1.01,-0.30,-55.42,-106.99,-3.54,0.00,0.00,0.00
0.00,0.92,0.05,28.38,6.23,-28.14,0.00,0.07,0.41
0.14,1.04,0.23,-56.95,-31.01,109.92,0.00,0.00,0.00
0.12,0.96,0.04,22.83,11.11,-32.41,0.00,0.35,0.00
-0.25,0.85,0.32,-97.41,-150.82,62.87,0.00,0.00,0.00
-0.26,1.04,-0.08,5.49,93.51,-9.40,0.00,0.11,0.60
0.12,0.92,0.51,70.74,1.40,-45.29,0.00,0.00,0.00
-0.32,0.97,-0.20,5.43,76.90,-20.51,0.00,0.00,0.44
-0.08,1.11,0.05,56.88,-5.68,-39.06,0.00,0.33,0.00
0.27,0.70,0.43,52.55,-60.91,-69.70,0.00,0.00,0.00
-0.09,0.95,0.03,23.19,-37.90,-21.79,0.00,0.22,0.00
-0.00,1.09,-0.01,57.37,-202.15,-61.65,0.00,0.00,0.00
-0.21,1.07,-0.10,-4.76,71.90,1.34,0.00,0.11,0.34
-0.10,1.05,0.23,58.29,-52.86,-66.28,0.00,0.00,0.00
-1.06,1.82,-0.21,-13.37,275.45,63.78,0.00,0.00,0.45
-0.07,0.97,-0.10,30.76,28.20,-11.60,0.00,0.16,0.50
0.08,1.08,0.17,-173.71,221.98,120.12,0.00,0.00,0.00
-0.23,1.06,-0.14,14.22,-24.23,-28.75,0.10,0.27,0.13
0.10,1.08,0.44,85.02,-37.96,-85.02,0.00,0.00,0.00
-0.30,1.12,-0.22,-3.36,70.80,7.63,0.00,0.00,0.52
-0.22,0.93,-0.02,35.40,-24.29,-35.10,0.00,0.24,0.06
0.37,0.81,0.05,-33.20,72.51,-2.32,0.00,0.00,0.00
-0.08,0.93,0.08,28.02,-29.30,-28.69,0.00,0.08,0.08
