accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-1.02,-0.00,-0.35,9.03,4.03,1.28,0.00,0.00,0.98
-1.10,-0.04,-0.39,-16.85,-2.93,7.57,0.00,0.00,0.75
-1.02,-0.13,-0.51,10.56,-7.08,3.72,0.46,0.70,0.09
-1.00,-0.17,-0.69,8.85,-73.79,11.23,0.06,0.09,0.00
-0.73,0.13,-0.72,-63.54,69.46,-63.11,0.00,0.00,0.00
-0.95,-0.28,-0.48,55.73,0.61,19.17,0.07,0.00,0.72
-1.01,-0.16,-0.57,9.95,-67.32,9.52,0.43,0.19,0.00
-1.02,0.15,-0.66,-46.20,153.08,-55.85,0.00,0.00,0.00
-1.03,0.05,-0.39,-3.36,-23.19,26.37,0.00,0.16,0.90
-0.99,-0.17,-0.53,27.16,-33.87,13.61,0.61,0.45,0.00
-0.83,0.22,-0.82,39.98,123.41,-42.97,0.00,0.00,0.00
-1.22,0.33,-0.54,-27.16,-61.95,38.57,0.00,0.00,0.60
-1.00,-0.05,-0.49,-28.38,4.70,-19.35,0.34,0.40,0.50
-1.13,-0.24,-0.50,84.53,-17.52,-12.02,0.00,0.00,0.00
-1.23,0.10,-0.52,-82.09,-19.41,14.53,0.00,0.00,1.13
-0.95,-0.11,-0.53,6.90,-40.83,14.40,0.28,0.59,0.00
-1.04,-0.20,-1.10,-2.62,231.08,-20.32,0.00,0.00,0.00
-0.98,-0.04,-0.44,11.35,-7.20,19.29,0.19,0.39,0.52
-1.23,-0.06,-0.60,15.87,-126.46,17.64,0.25,0.12,0.00
-0.74,-0.14,-0.76,-201.60,20.75,-108.28,0.00,0.00,0.00
-0.99,-0.03,-0.53,-11.23,-10.25,-2.50,0.27,0.48,0.39
