accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-0.93,0.19,-0.88,16.48,-42.54,-17.58,0.00,0.00,0.38
-0.74,0.17,-1.22,-89.36,19.41,-30.46,0.00,0.00,0.00
-0.89,0.10,-0.78,4.76,-49.01,0.61,0.08,0.15,0.78
-0.85,0.15,-0.75,-18.80,35.03,-8.30,0.00,0.00,0.00
-0.83,-0.03,-0.84,5.37,-6.96,-5.25,0.29,0.52,0.00
-1.02,0.06,-0.54,-4.39,22.89,-2.99,0.00,0.00,0.00
-0.89,0.35,-0.52,29.97,-17.94,-0.61,0.00,0.00,0.00
-0.80,0.32,-0.84,-33.51,-8.06,-34.42,0.00,0.00,0.00
-0.82,0.14,-0.65,11.84,14.28,8.12,0.00,0.00,0.00
-0.86,-0.04,-0.58,28.44,4.09,1.22,0.05,0.22,0.83
-0.92,0.33,-0.74,18.19,25.33,12.82,0.00,0.00,0.00
-1.15,0.15,-0.77,-40.95,-22.89,-21.48,0.24,0.43,0.16
-1.11,0.23,-0.82,28.56,-15.26,-8.85,0.00,0.00,0.00
-0.94,0.08,-0.62,-1.04,59.51,10.62,0.00,0.00,0.00
-0.86,0.18,-0.61,11.23,-19.23,0.31,0.19,0.38,0.25
-0.91,0.24,-0.69,-49.19,29.30,-11.23,0.00,0.00,0.00
-1.08,0.15,-0.60,13.67,-31.62,20.45,0.10,0.30,0.53
-1.01,0.09,-0.40,41.38,-12.21,16.91,0.00,0.00,0.00
-0.69,0.03,-1.12,-31.62,-25.21,-1.53,0.00,0.00,0.00
-0.86,0.09,-0.85,20.63,-84.05,-5.07,0.13,0.31,0.38
-1.08,0.14,-0.33,165.10,-42.97,104.06,0.00,0.00,0.00
-0.91,-0.04,-0.64,43.27,4.88,21.91,0.00,0.09,0.97
-0.88,0.29,-0.64,18.01,40.77,-10.25,0.00,0.00,0.00
-0.91,0.07,-0.58,12.15,1.71,4.88,0.00,0.11,0.62
-1.08,0.06,-0.64,12.33,23.80,21.12,0.00,0.00,0.00
-0.88,0.13,-0.52,8.18,16.17,13.00,0.00,0.05,0.72
-0.98,0.07,-0.62,14.71,-47.06,0.73,0.00,0.00,0.00
-0.29,0.05,-1.38,-17.15,-62.44,-0.67,0.00,0.00,0.00
-1.02,0.19,-0.56,-15.14,-47.91,-24.35,0.05,0.18,0.65
-0.96,0.26,-0.53,21.73,63.90,5.25,0.00,0.00,0.00
-0.99,-0.03,-0.50,-0.79,-41.14,-22.58,0.00,0.00,1.14
-0.87,0.20,-0.63,-73.67,17.76,-12.76,0.00,0.00,0.00
-0.96,-0.03,-0.59,6.47,-36.99,10.93,0.18,0.21,0.00
-0.94,-0.07,-0.18,63.29,25.63,13.06,0.00,0.00,0.00
-0.88,0.08,-0.45,2.69,-12.76,8.79,0.00,0.00,0.20
-0.81,0.22,-0.75,15.81,-41.93,-4.88,0.00,0.00,0.00
-0.90,0.16,-0.66,13.43,37.23,14.22,0.00,0.00,0.00
-0.90,0.11,-0.67,24.84,-20.87,-5.98,0.18,0.28,0.25
-0.82,0.32,-0.55,-79.53,38.33,-31.31,0.00,0.00,0.00
