accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-1.30,0.22,-0.78,21.61,-92.65,-20.02,0.00,0.00,0.00
-1.74,0.47,-1.01,-14.95,40.77,15.50,0.00,0.05,0.77
-1.20,0.08,-0.60,-11.05,-75.13,-35.28,0.00,0.07,0.24
-0.67,0.13,-1.40,48.52,8.85,30.88,0.00,0.00,0.00
-0.77,0.14,-0.42,22.28,-63.78,-16.36,0.15,0.25,0.13
-0.92,0.15,-0.59,-3.05,66.22,-0.61,0.00,0.00,0.00
-0.95,0.08,-0.68,8.97,6.10,5.98,0.28,0.30,0.00
-0.97,0.22,-0.26,89.05,58.84,29.91,0.00,0.00,0.00
-0.69,-0.06,-0.71,16.17,-12.88,21.18,0.17,0.33,0.29
-1.34,0.15,-0.93,19.59,-118.23,-36.93,0.05,0.15,0.00
-0.08,0.19,-0.84,-8.91,-40.83,4.58,0.00,0.05,0.00
-0.68,0.30,-0.65,7.26,-80.63,-28.81,0.00,0.00,0.00
-0.57,0.07,-1.33,23.01,-13.43,8.06,0.00,0.00,0.00
-0.96,0.07,-0.60,-8.61,-43.82,-23.25,0.08,0.36,0.42
-0.87,0.20,-0.76,-80.44,19.53,-27.65,0.00,0.00,0.00
-0.94,0.02,-0.53,-34.00,-7.14,0.73,0.06,0.24,0.53
-0.83,0.36,-0.87,207.89,-40.22,103.21,0.00,0.00,0.00
-0.85,-0.20,-0.11,104.25,35.46,70.25,0.00,0.10,0.46
-0.95,-0.12,-0.57,87.77,28.99,29.60,0.00,0.00,0.00
-1.16,0.12,-0.41,37.29,29.91,9.09,0.00,0.00,0.48
-1.12,0.20,-0.64,36.07,-99.18,-8.30,0.00,0.00,0.00
-1.25,0.14,-0.61,75.68,41.26,13.06,0.00,0.00,0.51
-1.26,0.17,-0.58,37.66,-89.97,-31.25,0.00,0.00,0.12
-0.88,0.06,-1.04,-17.15,37.17,-2.81,0.00,0.00,0.00
-1.08,0.04,-0.54,2.75,-18.31,-7.39,0.17,0.31,0.10
-0.88,0.26,-0.77,-42.66,26.06,-17.88,0.00,0.00,0.00
-1.12,0.33,-0.43,-20.63,8.18,22.46,0.00,0.00,0.86
-0.85,0.11,-0.32,23.32,4.70,-3.54,0.00,0.00,0.00
-0.75,0.24,-0.91,14.28,-18.13,23.25,0.00,0.00,0.00
-1.04,0.11,-0.64,15.20,-69.76,-18.80,0.06,0.18,0.51
-0.85,0.28,-0.94,46.08,68.60,-3.60,0.00,0.00,0.00
-0.97,0.04,-0.52,0.37,-25.82,-5.55,0.10,0.17,0.39
-0.92,0.25,-0.92,-29.91,34.24,-2.26,0.00,0.00,0.00
-1.10,0.02,-0.54,39.73,20.81,20.39,0.00,0.18,0.69
-0.93,0.26,-0.36,88.20,21.97,21.97,0.00,0.00,0.00
-0.78,0.14,-0.65,-15.56,-22.77,34.85,0.08,0.19,0.44
