accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.11,0.08,-1.24,2.87,0.49,-0.18,0.00,0.00,0.00,0.00,2
-0.12,0.09,-1.24,2.87,0.31,-0.31,0.00,0.00,0.00,0.00,2
-0.12,0.08,-1.24,3.23,0.24,0.31,0.00,0.00,0.00,0.00,2
-0.11,0.09,-1.25,2.38,0.31,0.06,0.00,0.00,0.00,0.00,2
-0.11,0.08,-1.24,2.93,-0.24,-0.18,0.00,0.00,0.00,0.00,2
-0.10,0.09,-1.24,2.26,0.37,-0.12,0.00,0.00,0.00,0.00,2
-0.12,0.08,-1.24,3.17,0.37,0.24,0.00,0.00,0.00,0.00,2
-0.11,0.08,-1.23,3.23,-0.67,0.12,0.00,0.00,0.00,0.00,2
-0.11,0.08,-1.24,2.93,-0.92,-0.31,0.00,0.00,0.00,0.00,2
-0.11,0.08,-1.25,3.05,-0.43,-0.43,0.00,0.00,0.00,0.00,2
-0.10,0.08,-1.24,2.14,2.01,0.24,0.00,0.00,0.00,0.00,2
-0.11,0.09,-1.24,2.62,0.18,0.00,0.00,0.00,0.18,0.00,2
-0.11,0.08,-1.24,2.75,0.06,-0.37,0.00,0.00,0.12,0.00,2
-0.11,0.09,-1.24,3.17,-0.12,-0.24,0.00,0.00,0.07,0.00,2
-0.11,0.08,-1.24,2.93,0.12,-0.18,0.00,0.00,0.00,0.00,2
-0.10,0.08,-1.24,2.69,-0.49,-0.55,0.00,0.00,0.00,0.00,2
-0.10,0.09,-1.25,1.22,-2.14,-0.43,0.00,0.00,0.00,0.00,2
-0.11,0.08,-1.25,2.56,-6.77,-1.28,0.00,0.00,0.00,0.00,2
0.03,0.25,-1.20,14.77,-3.72,8.54,0.00,0.00,0.00,0.00,2
-0.09,0.17,-1.35,-17.40,-5.25,0.06,0.00,0.00,0.00,0.00,2
-0.04,-0.11,-1.19,-10.19,3.85,33.39,0.00,0.00,0.00,0.00,2
0.12,-0.06,-1.21,-6.16,-13.12,69.82,0.00,0.00,0.00,0.00,2
-0.04,0.06,-1.26,12.76,0.67,-37.05,0.00,0.00,0.00,0.00,2
-0.05,0.06,-1.20,-33.20,24.05,34.48,0.00,0.00,0.00,0.00,2
-0.16,0.07,-1.30,33.20,-22.03,-8.73,0.00,0.00,0.00,0.00,2
-0.16,0.05,-1.20,2.20,0.31,-1.65,0.00,0.00,0.00,0.00,2
-0.09,0.05,-1.27,19.47,-15.87,-14.40,0.00,0.00,0.00,0.00,2
-0.10,0.12,-1.27,0.49,-5.43,-3.36,0.00,0.00,0.00,0.00,2
-0.16,0.12,-1.25,-12.70,13.24,-11.05,0.00,0.00,0.00,0.00,2
-0.16,0.04,-1.41,15.87,-13.73,-23.99,0.00,0.00,0.00,0.00,2
0.01,-0.03,-1.01,-11.90,-27.34,-24.41,0.00,0.00,0.00,0.00,2
-0.11,0.28,-1.45,6.41,7.45,-13.43,0.00,0.00,0.00,0.00,2
-0.04,0.42,-1.02,-1.83,9.58,-62.74,0.00,0.00,0.00,0.00,2
-0.03,0.21,-1.23,-77.70,-101.01,45.59,0.00,0.00,0.00,0.00,2
0.00,0.08,-1.00,26.61,-20.14,-23.80,0.00,0.00,0.00,0.00,2
-0.13,0.09,-1.24,2.44,1.46,-0.31,0.00,0.00,0.64,0.00,2
-0.16,0.08,-1.26,3.30,-0.12,-0.55,0.00,0.17,0.72,0.00,2
-0.13,0.08,-1.24,2.69,0.61,0.00,0.28,0.31,0.13,0.00,2
-0.13,0.08,-1.24,2.99,0.18,-0.24,0.35,0.41,0.00,0.00,2
-0.13,0.08,-1.23,2.93,-0.06,-0.31,0.42,0.48,0.00,0.00,2
-0.13,0.08,-1.24,2.87,-0.73,-0.37,0.29,0.37,0.39,0.00,2
-0.13,0.08,-1.24,2.56,0.31,-0.06,0.06,0.10,0.91,0.00,2
-0.13,0.08,-1.25,2.99,-0.12,-0.31,0.37,0.40,0.00,0.00,2
-0.13,0.08,-1.23,3.17,-0.06,-0.18,0.27,0.25,0.39,0.00,2
-0.12,0.06,-1.22,5.07,-12.45,0.18,0.00,0.00,0.50,0.00,2
-0.14,0.07,-1.24,2.75,0.37,0.06,0.24,0.27,0.45,0.00,2
-0.14,0.08,-1.23,2.75,0.37,-0.43,0.34,0.34,0.31,0.00,2
-0.14,0.07,-1.24,2.93,0.06,-0.12,0.37,0.38,0.37,0.00,2
-0.14,0.08,-1.23,2.69,0.06,0.06,0.38,0.38,0.42,0.00,2
-0.14,0.08,-1.24,3.11,0.24,-0.24,0.36,0.39,0.56,0.00,2
-0.14,0.08,-1.24,2.14,-0.06,-0.06,0.00,0.00,0.54,0.00,2
-0.13,0.08,-1.24,3.54,-0.49,-0.37,0.00,0.00,0.00,0.00,2
-0.13,0.08,-1.24,2.87,-0.06,-0.31,0.00,0.00,0.00,0.00,2
-0.13,0.08,-1.24,2.81,0.18,-0.06,0.00,0.00,0.00,0.00,2
-0.00,0.10,-1.23,2.50,-2.32,-0.79,0.00,0.00,0.00,0.00,2
0.00,0.09,-1.24,4.33,7.57,-0.37,0.00,0.00,0.48,0.00,2
0.00,0.10,-1.23,3.36,2.81,-0.37,0.15,0.00,0.27,0.00,2
-0.01,0.10,-1.23,3.05,-0.85,-0.85,0.15,0.00,0.51,0.00,2
-0.01,0.09,-1.24,2.08,-4.76,-0.79,0.18,0.27,0.55,0.00,2
0.00,0.08,-1.23,2.50,-0.06,-0.55,0.18,0.00,0.58,0.00,2
-0.00,0.09,-1.24,2.81,-0.67,-0.67,0.25,0.00,0.59,0.00,2
-0.02,0.09,-1.24,3.48,2.62,-0.43,0.31,0.00,0.43,0.00,2
-0.02,0.08,-1.24,2.01,-5.68,-1.16,0.37,0.00,0.17,0.00,2
-0.05,0.09,-1.27,2.69,-2.81,-1.22,0.13,0.00,0.52,0.00,2
0.00,0.08,-1.24,2.81,0.92,-0.31,0.18,0.00,0.61,0.00,2
-0.01,0.08,-1.24,3.30,2.69,-0.61,0.09,0.00,0.72,0.00,2
-0.02,0.08,-1.25,3.17,0.61,-0.79,0.09,0.00,0.74,0.00,2
0.01,0.08,-1.22,-0.55,-20.63,-1.46,0.00,0.00,0.00,0.00,2
-0.07,0.10,-1.28,0.67,-39.18,-10.13,0.00,0.00,0.00,0.00,2
0.03,0.06,-1.25,2.99,-1.40,-0.85,0.21,0.00,0.63,0.00,2
0.04,0.06,-1.25,2.99,0.12,-0.67,0.40,0.44,0.22,0.00,2
0.04,0.06,-1.24,3.23,0.49,-0.79,0.42,0.43,0.18,0.00,2
0.04,0.06,-1.25,3.11,0.00,-0.49,0.43,0.45,0.17,0.00,2
0.03,0.06,-1.25,3.42,-1.10,-1.46,0.22,0.00,0.70,0.00,2
0.04,0.06,-1.24,3.05,-0.06,-0.49,0.19,0.00,0.79,0.00,2
0.05,0.06,-1.24,3.11,-0.55,-0.92,0.22,0.00,0.60,0.00,2
