accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.99,0.28,-0.15,-10.62,14.59,2.20,0.00,0.00,0.00,0.00,2
-0.97,0.24,-0.34,0.24,-26.18,16.54,0.00,0.00,0.85,0.00,2
-1.01,0.12,-0.41,41.38,-20.26,9.77,0.00,0.00,0.90,0.00,2
-1.00,0.10,-0.64,10.44,-22.83,5.25,0.22,0.25,0.00,0.00,2
-0.98,0.41,-0.84,34.73,-66.35,9.64,0.00,0.00,0.00,0.00,2
-0.83,-0.03,-0.17,-14.40,-22.46,-5.62,0.00,0.00,0.49,0.00,2
-1.02,0.13,-0.32,24.23,-16.91,10.99,0.00,0.00,1.09,0.00,2
-1.00,0.08,-0.55,-7.93,-18.80,-3.36,0.21,0.25,0.00,0.00,2
-0.86,0.17,-0.79,7.51,-42.42,-3.48,0.00,0.00,0.00,0.00,2
-1.18,0.36,-0.12,-79.16,-11.35,3.36,0.00,0.00,0.48,0.00,2
-0.94,-0.13,-0.53,-19.84,-12.76,-17.46,0.08,0.09,0.18,0.00,2
-0.87,0.09,-0.77,5.37,-33.26,0.06,0.00,0.06,0.00,0.00,2
-1.06,-0.08,0.19,19.78,-48.22,42.30,0.00,0.00,0.00,0.00,2
-1.04,0.01,-0.47,-10.19,-28.20,12.76,0.00,0.00,0.71,0.00,2
-1.00,0.08,-0.66,14.89,-43.21,-4.15,0.20,0.15,0.00,0.00,2
-1.03,0.20,-0.91,54.14,204.41,-14.83,0.00,0.00,0.00,0.00,2
-1.04,0.33,-0.29,70.37,-36.93,23.62,0.00,0.00,1.08,0.00,2
-0.99,0.05,-0.65,-7.39,-35.46,-2.26,0.19,0.10,0.00,0.00,2
-1.13,0.27,-1.09,85.27,237.18,-6.04,0.00,0.00,0.00,0.00,2
-1.08,0.06,-0.40,-18.07,-28.20,2.32,0.00,0.00,0.83,0.00,2
-0.98,-0.05,-0.80,58.78,-44.19,23.80,0.12,0.24,0.00,0.00,2
-0.80,0.53,-0.55,303.34,-11.90,65.31,0.00,0.00,0.00,0.00,2
-1.08,0.16,-0.27,2.50,-17.82,3.05,0.00,0.00,1.08,0.00,2
-0.99,0.08,-0.77,2.69,-47.73,-5.49,0.07,0.24,0.00,0.00,2
-0.75,0.13,-0.80,-67.38,125.98,-31.19,0.00,0.00,0.00,0.00,2
-1.01,0.04,-0.44,22.16,-35.83,7.81,0.00,0.00,0.82,0.00,2
-0.95,0.12,-0.69,1.34,-35.34,-5.80,0.24,0.25,0.00,0.00,2
-1.23,0.02,-1.03,-22.83,204.53,-5.86,0.00,0.00,0.00,0.00,2
-0.93,-0.11,-0.26,-75.01,-12.76,-3.60,0.00,0.00,1.00,0.00,2
-1.00,0.11,-0.58,6.65,-47.73,1.28,0.19,0.33,0.00,0.00,2
-0.88,0.46,-0.51,-43.95,210.69,-38.88,0.00,0.00,0.00,0.00,2
-1.09,0.15,-0.36,0.12,-25.57,36.56,0.00,0.00,0.94,0.00,2
-0.95,0.12,-0.64,7.08,-47.97,-1.71,0.24,0.20,0.00,0.00,2
-1.05,-0.05,-0.97,13.43,190.00,14.10,0.00,0.00,0.00,0.00,2
-1.07,0.14,-0.37,2.32,-23.19,10.50,0.00,0.00,0.91,0.00,2
-0.97,0.12,-0.66,1.83,-34.18,-10.50,0.28,0.21,0.00,0.00,2
-0.87,0.19,-0.45,-12.45,186.34,-32.29,0.00,0.00,0.00,0.00,2
-1.04,0.16,-0.19,-17.21,-38.09,30.33,0.00,0.00,0.69,0.00,2
-0.97,0.04,-0.55,7.32,-22.16,6.96,0.22,0.23,0.00,0.00,2
-0.98,0.20,-0.74,10.68,-98.39,13.98,0.00,0.00,0.00,0.00,2
-0.71,0.12,-0.49,104.98,-58.29,48.58,0.00,0.00,0.00,0.00,2
-1.02,0.20,-0.42,19.29,-24.78,13.12,0.06,0.25,0.24,0.00,2
-0.82,-0.00,-0.83,45.59,-44.92,14.77,0.00,0.00,0.00,0.00,2
-0.97,0.47,-0.35,130.68,12.94,42.18,0.00,0.00,0.00,0.00,2
-1.06,0.24,-0.34,87.65,-52.19,35.03,0.00,0.00,1.10,0.00,2
-0.95,0.22,-0.38,-152.71,24.84,-72.69,0.00,0.00,0.94,0.00,2
-0.98,0.05,-0.56,7.32,-28.44,2.56,0.15,0.27,0.00,0.00,2
-1.09,0.46,-0.78,66.16,-79.77,17.58,0.00,0.00,0.00,0.00,2
-0.96,0.13,-0.04,87.89,-45.47,47.06,0.00,0.00,0.70,0.00,2
-0.99,0.09,-0.47,-28.50,-7.75,-13.37,0.00,0.07,0.59,0.00,2
-1.02,0.21,-0.58,-6.59,-33.57,0.73,0.34,0.20,0.00,0.00,2
-1.01,0.27,-0.71,27.53,-90.45,19.71,0.00,0.00,0.00,0.00,2
-1.25,0.39,-0.24,-43.03,-39.43,4.27,0.00,0.00,0.59,0.00,2
-1.04,0.00,-0.40,6.29,-27.10,6.04,0.00,0.00,0.76,0.00,2
-0.99,0.10,-0.64,20.08,-30.46,3.97,0.34,0.40,0.00,0.00,2
-0.96,0.08,-0.45,-72.27,88.62,5.86,0.00,0.00,0.00,0.00,2
-1.03,0.07,-0.16,-13.55,-23.93,15.32,0.00,0.00,0.69,0.00,2
-1.04,0.06,-0.39,1.22,-18.68,1.59,0.00,0.00,0.81,0.00,2
-0.96,0.07,-0.65,-2.14,-31.31,-6.84,0.26,0.32,0.00,0.00,2
-0.96,0.41,-0.62,23.38,199.77,-60.12,0.00,0.00,0.00,0.00,2
-1.09,0.15,-0.18,8.79,-35.28,24.90,0.00,0.00,0.75,0.00,2
-1.01,0.10,-0.40,5.37,-17.76,2.38,0.00,0.00,0.75,0.00,2
-1.00,0.12,-0.74,3.23,-43.46,-11.35,0.00,0.10,0.00,0.00,2
-1.07,0.38,-1.03,84.05,182.62,2.81,0.00,0.00,0.00,0.00,2
-1.04,0.06,-0.22,-13.31,-35.95,17.33,0.00,0.00,0.99,0.00,2
-0.94,0.12,-0.60,5.19,-35.52,4.03,0.21,0.40,0.00,0.00,2
-1.06,0.23,-0.81,86.36,-98.21,52.06,0.00,0.00,0.00,0.00,2
-0.84,-0.10,-0.43,-6.29,-32.35,15.75,0.00,0.00,0.00,0.00,2
-0.99,0.08,-0.40,7.63,-18.13,17.03,0.00,0.00,0.77,0.00,2
-0.97,0.10,-0.69,-6.35,-37.41,-9.77,0.11,0.26,0.00,0.00,2
-0.88,0.14,-0.93,54.99,-62.62,25.94,0.00,0.00,0.00,0.00,2
-1.26,0.09,0.03,-81.36,4.33,24.11,0.00,0.00,0.00,0.00,2
