accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
0.01,0.05,-1.25,3.05,0.31,-0.98,0.00,0.00,0.04,0.00,2
0.01,0.05,-1.24,2.62,0.00,-0.73,0.00,0.00,0.04,0.00,2
0.01,0.05,-1.24,2.69,0.06,-0.73,0.00,0.00,0.05,0.00,2
0.01,0.05,-1.24,2.75,0.12,-0.92,0.00,0.00,0.04,0.00,2
0.01,0.05,-1.25,2.69,-0.06,-0.67,0.00,0.00,0.00,0.00,2
0.04,0.09,-1.25,4.58,5.49,-4.15,0.00,0.00,0.00,0.00,2
0.02,0.05,-1.24,2.81,0.06,-0.79,0.00,0.00,0.05,0.00,2
0.01,0.05,-1.25,2.75,0.12,-0.85,0.00,0.00,0.00,0.00,2
0.02,0.05,-1.24,3.05,-0.18,-0.61,0.00,0.00,0.00,0.00,2
0.01,0.05,-1.25,2.81,0.06,-0.79,0.00,0.00,0.04,0.00,2
0.02,0.05,-1.24,2.81,0.12,-0.61,0.00,0.00,0.05,0.00,2
0.01,0.05,-1.25,2.69,0.00,-0.55,0.00,0.00,0.00,0.00,2
0.01,0.05,-1.25,2.81,-0.24,-0.61,0.00,0.00,0.05,0.00,2
0.01,0.05,-1.25,2.75,0.00,-0.73,0.31,0.00,0.00,0.31,2
0.01,0.05,-1.25,2.69,0.18,-0.73,0.32,0.00,0.00,0.32,2
0.01,0.05,-1.24,2.93,0.06,-0.85,0.37,0.00,0.00,0.37,2
0.02,0.05,-1.24,3.17,0.12,-0.85,0.00,0.00,0.00,0.00,2
0.01,0.05,-1.24,2.56,0.06,-0.79,0.23,0.00,0.00,0.23,2
0.01,0.05,-1.24,2.87,0.06,-0.85,0.30,0.00,0.00,0.31,2
0.02,0.05,-1.24,2.81,-0.12,-0.49,0.30,0.00,0.00,0.31,2
0.01,0.05,-1.24,2.87,0.24,-0.61,0.00,0.00,0.00,0.00,2
0.01,0.05,-1.25,2.75,-0.06,-0.67,0.00,0.00,0.00,0.00,2
0.02,0.05,-1.25,2.93,-0.06,-0.61,0.00,0.00,0.08,0.00,2
0.02,0.05,-1.24,2.87,0.06,-0.55,0.00,0.00,0.08,0.00,2
0.01,0.05,-1.24,2.99,0.00,-0.55,0.00,0.00,0.07,0.00,2
0.01,0.05,-1.24,2.93,0.12,0.31,0.00,0.00,0.06,0.00,2
0.02,0.05,-1.24,2.50,-1.46,-0.67,0.00,0.00,0.06,0.00,2
0.01,0.05,-1.25,2.62,-0.06,-0.55,0.00,0.00,0.06,0.00,2
0.02,0.05,-1.24,2.56,0.00,-0.61,0.00,0.00,0.07,0.00,2
0.01,0.05,-1.25,2.93,-0.12,-0.79,0.00,0.00,0.07,0.00,2
0.06,0.03,-1.14,11.05,20.75,0.00,0.00,0.00,0.07,0.00,2
0.01,0.03,-1.26,2.75,0.12,0.37,0.00,0.00,0.09,0.00,2
-0.01,0.06,-1.30,0.43,-4.33,-1.16,0.00,0.00,0.09,0.00,2
0.02,0.04,-1.24,2.75,-0.06,-0.79,0.00,0.00,0.08,0.00,2
0.02,0.05,-1.24,2.69,0.00,-1.89,0.00,0.00,0.08,0.00,2
0.04,0.04,-1.24,2.50,-0.18,-7.57,0.00,0.00,0.09,0.00,2
0.02,0.03,-1.24,6.47,0.06,-1.46,0.00,0.00,0.10,0.00,2
0.02,0.04,-1.25,1.22,-0.31,-0.61,0.00,0.00,0.09,0.00,2
0.01,0.04,-1.25,6.53,-0.37,0.73,0.00,0.00,0.09,0.00,2
0.01,0.04,-1.24,2.93,-0.06,-2.75,0.00,0.00,0.09,0.00,2
0.02,0.01,-1.20,-2.50,1.95,-9.03,0.00,0.00,0.09,0.00,2
-0.03,0.06,-1.32,2.56,-0.55,-1.28,0.06,0.00,0.05,0.06,2
0.01,0.05,-1.25,2.50,0.00,-0.49,0.29,0.00,0.00,0.29,2
0.01,0.05,-1.24,6.41,1.59,-0.61,0.33,0.00,0.00,0.33,2
0.00,0.05,-1.25,1.83,-0.49,-0.61,0.31,0.00,0.00,0.32,2
0.01,0.05,-1.25,2.81,0.18,-0.73,0.28,0.00,0.00,0.27,2
-0.01,0.06,-1.27,1.16,-4.33,-0.67,0.00,0.00,0.08,0.00,2
0.02,0.05,-1.25,3.23,1.04,-0.67,0.00,0.00,0.11,0.00,2
0.00,0.06,-1.24,2.26,-2.08,-0.12,0.00,0.00,0.11,0.00,2
0.01,0.05,-1.24,2.93,0.98,0.92,0.00,0.00,0.11,0.00,2
0.01,0.04,-1.25,3.30,1.83,0.12,0.00,0.00,0.11,0.00,2
0.01,0.05,-1.24,3.66,1.59,-0.55,0.00,0.00,0.11,0.00,2
0.01,0.05,-1.25,2.62,-0.85,-0.73,0.00,0.00,0.12,0.00,2
0.01,0.06,-1.24,1.22,-5.00,-0.92,0.00,0.00,0.12,0.00,2
0.02,0.06,-1.23,3.91,2.56,-0.67,0.00,0.00,0.11,0.00,2
0.00,0.05,-1.24,2.50,-1.16,-1.34,0.00,0.00,0.12,0.00,2
0.00,0.06,-1.26,2.93,0.37,-0.73,0.32,0.00,0.00,0.33,2
0.01,0.06,-1.25,2.62,-0.61,-0.79,0.45,0.00,0.00,0.45,2
-0.00,0.05,-1.26,1.95,-2.99,0.73,0.33,0.00,0.00,0.32,2
0.02,0.06,-1.23,3.66,2.44,-0.61,0.00,0.00,0.13,0.00,2
0.01,0.05,-1.24,3.60,2.56,-0.67,0.00,0.00,0.11,0.00,2
0.01,0.05,-1.25,2.20,-1.16,-0.73,0.09,0.00,0.00,0.09,2
0.01,0.05,-1.24,2.69,-0.18,-1.28,0.36,0.00,0.00,0.36,2
0.00,0.06,-1.24,2.44,-0.43,-0.79,0.20,0.00,0.00,0.20,2
-0.00,0.06,-1.23,1.04,-4.82,-0.92,0.00,0.00,0.15,0.00,2
0.00,0.06,-1.24,3.17,0.67,-0.55,0.00,0.00,0.13,0.00,2
-0.00,0.06,-1.25,2.87,0.12,-0.85,0.00,0.00,0.13,0.00,2
-0.00,0.05,-1.24,2.87,0.06,-0.73,0.00,0.00,0.12,0.00,2
-0.00,0.05,-1.24,2.44,-0.43,-0.61,0.00,0.00,0.12,0.00,2
-0.00,0.05,-1.24,2.87,0.06,-0.85,0.00,0.00,0.14,0.00,2
-0.00,0.05,-1.25,2.62,0.00,-0.55,0.00,0.00,0.14,0.00,2
-0.00,0.06,-1.25,2.81,0.12,-0.49,0.00,0.00,0.13,0.00,2
-0.00,0.06,-1.24,2.75,-0.24,-0.55,0.00,0.00,0.14,0.00,2
-0.00,0.05,-1.24,2.69,0.00,-0.55,0.00,0.00,0.13,0.00,2
-0.00,0.05,-1.24,2.38,-0.73,-0.92,0.00,0.00,0.13,0.00,2
-0.01,0.06,-1.27,5.43,6.59,-0.12,0.00,0.00,0.11,0.00,2
-0.02,0.05,-1.25,2.87,0.18,-0.49,0.00,6.12,0.18,0.00,2
-0.02,0.06,-1.25,2.99,-0.18,-0.55,0.00,6.22,0.18,0.00,2
-0.02,0.05,-1.25,2.87,0.43,-0.37,0.00,4.05,0.17,0.00,2
-0.02,0.06,-1.24,2.93,0.24,-0.24,0.00,4.11,0.17,0.00,2
-0.03,0.05,-1.24,2.69,-0.37,-0.61,0.00,4.38,0.18,0.00,2
-0.02,0.05,-1.24,2.93,0.12,-0.55,0.00,4.08,0.18,0.00,2
-0.02,0.06,-1.24,2.87,0.24,-0.67,0.00,4.08,0.16,0.00,2
-0.02,0.06,-1.25,2.81,0.06,-0.61,0.00,4.09,0.17,0.00,2
-0.02,0.06,-1.24,2.93,-0.06,-0.49,0.00,4.17,0.18,0.00,2
-0.02,0.06,-1.24,3.05,0.00,-0.49,0.00,4.08,0.16,0.00,2
-0.02,0.06,-1.25,2.62,-0.85,-0.49,0.00,4.10,0.18,0.00,2
-0.02,0.06,-1.25,3.05,-0.31,-0.55,0.00,6.42,0.19,0.00,2
-0.02,0.05,-1.25,2.99,0.06,-0.61,0.00,6.34,0.19,0.00,2
-0.02,0.06,-1.24,2.62,0.12,-0.43,0.05,4.00,0.10,0.00,2
-0.02,0.06,-1.24,2.93,-0.12,-0.37,0.62,6.39,0.08,0.00,2
-0.02,0.06,-1.24,3.05,0.00,-0.79,0.58,6.48,0.07,0.00,2
-0.02,0.06,-1.25,2.75,0.06,-0.67,0.35,4.98,0.07,0.00,2
-0.02,0.06,-1.25,2.75,-0.49,-0.67,0.00,4.13,0.17,0.00,2
-0.02,0.06,-1.24,2.87,-0.43,-0.24,0.00,4.06,0.17,0.00,2
-0.02,0.06,-1.25,3.17,-0.24,-0.43,0.00,4.08,0.17,0.00,2
