accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.03,-0.10,-1.24,2.93,-0.24,-0.92,0.00,0.00,0.00,0.00,Normal
-0.03,-0.10,-1.23,3.17,0.00,-0.55,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,3.17,0.06,-0.55,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.23,2.99,0.06,-0.79,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,2.81,-0.12,-0.79,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,2.87,0.06,-0.73,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,3.11,-0.06,-0.92,0.00,0.00,0.00,0.00,Normal
-0.03,-0.05,-1.25,18.49,-0.18,0.85,0.00,0.00,0.00,0.00,Normal
-0.02,-0.04,-1.25,1.83,0.37,0.37,0.12,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,3.66,-0.18,-0.67,0.00,0.12,0.00,0.00,Normal
-0.02,-0.09,-1.24,2.50,0.31,-0.61,0.00,0.13,0.00,0.00,Normal
-0.10,-0.14,-1.21,13.92,-10.25,1.95,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,2.81,0.18,-1.10,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,2.87,0.00,-0.98,0.00,0.06,0.00,0.00,Normal
-0.03,-0.09,-1.24,2.87,-0.18,-2.08,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,2.81,0.00,-0.73,0.00,0.00,0.00,0.00,Normal
-0.08,-0.10,-1.28,1.77,-1.77,-1.95,0.00,0.05,0.00,0.00,Normal
-0.02,-0.09,-1.22,1.28,-0.43,-0.55,0.00,0.00,0.00,0.00,Normal
-0.02,-0.09,-1.24,3.30,0.24,-3.30,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,3.11,-0.06,-1.10,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,3.30,0.12,0.31,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,3.97,-0.12,-0.92,0.00,0.00,0.00,0.00,Normal
0.01,-0.10,-1.19,5.49,-0.61,-0.92,0.00,0.00,0.00,0.00,Normal
-0.04,-0.11,-1.24,3.72,-0.79,-0.49,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,2.93,0.06,-0.24,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,2.75,-0.12,-0.67,0.00,0.00,0.00,0.00,Normal
