accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.17,-0.01,-1.24,-3.17,0.92,4.76,0.00,0.46,0.00,1.53,2
-0.17,-0.01,-1.22,2.56,-0.37,0.55,0.00,0.46,0.00,0.07,2
-0.17,-0.01,-1.24,4.94,0.49,-3.72,0.00,0.47,0.00,0.00,2
-0.17,0.04,-1.28,16.11,-1.46,-10.07,0.00,0.47,0.00,0.00,2
-0.13,-0.04,-1.20,23.74,11.05,-11.11,0.00,0.48,0.00,0.00,2
-0.28,0.20,-1.17,-24.96,1.53,-16.11,0.00,0.49,0.00,0.00,2
-0.25,0.09,-1.20,-4.64,-21.24,-7.51,0.00,0.50,0.00,0.00,2
-0.35,0.10,-1.22,-33.33,7.51,7.45,0.00,0.50,0.00,0.00,2
-0.54,0.12,-0.96,-11.84,10.93,6.10,0.00,0.50,0.00,0.00,2
-0.49,0.23,-0.83,-7.14,13.79,2.20,0.00,0.50,0.00,0.00,2
-0.71,-0.08,-0.65,2.32,17.09,41.99,0.00,0.50,0.00,0.00,2
-0.91,0.74,-1.38,-24.11,14.34,5.92,0.00,0.45,0.00,0.00,2
-0.99,0.10,-1.05,-56.70,-31.01,-11.29,0.00,0.47,0.00,0.00,2
-0.97,0.10,-1.25,58.41,7.08,-158.08,0.00,0.48,0.00,0.00,2
-0.77,-0.17,-1.25,-9.34,-22.34,-26.06,0.00,0.49,0.00,0.00,2
-1.05,0.04,-0.62,-72.63,72.57,-36.38,0.00,0.49,0.00,0.00,2
-0.91,-0.58,-0.25,5.62,-27.95,71.11,0.00,0.50,0.00,0.00,2
-0.96,-0.59,0.14,-40.28,48.95,-0.49,0.00,0.49,0.00,0.00,2
-0.79,-0.20,0.44,1.46,-4.39,13.85,0.00,0.50,0.00,0.00,2
-0.64,0.04,0.41,34.85,3.60,-5.98,0.00,0.51,0.00,0.00,2
-0.77,-0.29,0.51,17.88,1.16,-3.17,0.00,0.50,0.00,0.00,2
-0.77,-0.23,0.48,-20.08,-1.71,4.46,0.00,0.50,0.00,0.00,2
-0.72,-0.05,0.52,15.93,3.05,-5.31,0.00,0.50,0.00,0.00,2
-0.69,-0.40,0.40,-1.28,-3.48,21.73,0.00,0.51,0.00,0.00,2
-0.75,-0.09,0.47,25.76,4.33,5.55,0.00,0.50,0.00,0.00,2
-0.69,-0.22,0.42,-44.43,-7.81,4.15,0.00,0.51,0.00,0.00,2
-0.72,-0.26,0.48,30.33,5.00,-0.73,0.00,0.51,0.00,0.00,2
-0.71,-0.28,0.43,-12.27,-1.89,-3.05,0.00,0.51,0.00,0.00,2
-0.68,-0.29,0.33,14.71,2.93,0.37,0.00,0.51,0.00,0.00,2
-0.66,-0.33,0.41,-15.93,-4.94,5.86,0.00,0.51,0.00,0.00,2
-0.74,-0.25,0.45,-15.93,-1.89,-1.28,0.00,0.51,0.00,0.00,2
-0.71,-0.26,0.45,8.91,0.73,-1.10,0.00,0.51,0.00,0.00,2
-0.74,-0.32,0.43,-5.31,-8.06,3.42,0.00,0.51,0.00,0.00,2
-0.77,-0.18,0.46,18.92,3.36,-2.50,0.00,0.51,0.00,0.00,2
-0.75,-0.21,0.25,-51.45,-20.39,-12.76,0.00,0.45,0.00,0.00,2
-0.48,-0.07,0.36,26.73,-67.02,-69.64,0.00,0.00,0.00,0.00,2
-1.14,0.20,-0.50,17.58,-32.17,-8.42,0.00,0.00,0.00,0.00,2
-0.97,0.00,-0.57,27.34,9.16,21.18,0.00,0.66,0.00,0.00,2
-0.99,-0.25,-0.46,28.69,46.26,16.11,0.00,0.81,0.40,0.00,2
-0.82,-0.29,-0.62,-28.20,-44.19,8.30,0.00,0.11,0.72,0.00,2
-0.94,0.31,-0.71,151.43,142.03,50.66,0.00,0.00,0.00,0.00,2
-1.04,-0.26,-0.27,9.09,-12.94,1.65,0.00,0.69,0.64,0.00,2
-0.98,-0.25,-0.34,-0.67,-2.81,-1.10,0.00,0.58,0.77,0.00,2
-0.99,-0.23,-0.35,10.50,-1.28,-1.89,0.00,0.45,0.68,0.00,2
-1.16,-0.08,-0.25,-65.37,-2.32,-20.20,0.00,0.37,0.32,0.00,2
-1.02,-0.25,-0.32,12.02,0.18,-4.76,0.00,0.84,0.41,0.00,2
-1.01,-0.28,-0.35,1.10,-1.83,0.31,0.00,0.79,0.50,0.00,2
-0.99,-0.25,-0.32,2.50,-0.24,-0.18,0.00,0.77,0.55,0.00,2
-0.99,-0.24,-0.35,-1.46,-4.09,-1.10,0.00,0.71,0.64,0.00,2
-0.95,-0.23,-0.60,28.20,-23.07,3.48,0.00,0.00,0.93,0.00,2
-0.96,0.14,-0.67,29.60,205.75,18.25,0.00,0.00,0.00,0.00,2
-1.14,-0.09,-0.16,-63.90,-34.42,-0.85,0.00,0.96,0.00,0.00,2
-1.01,-0.21,-0.41,-0.49,-27.22,-4.39,0.00,0.51,0.54,0.00,2
-0.92,-0.08,-0.67,39.92,-46.57,-4.39,0.00,0.00,0.11,0.00,2
-0.80,0.14,-0.86,42.05,16.60,24.41,0.00,0.00,0.00,0.00,2
-1.02,0.18,-0.48,-107.30,40.65,17.88,0.00,0.25,0.38,0.00,2
-1.00,-0.20,-0.29,-21.73,2.69,-5.49,0.00,0.87,0.42,0.00,2
-1.03,-0.14,-0.00,-16.54,39.31,-11.17,0.00,0.89,0.00,0.00,2
-1.07,-0.24,-0.40,165.22,6.53,-45.17,0.00,0.00,0.00,0.00,2
-1.14,0.09,-0.27,-46.63,-14.77,8.61,0.00,0.78,0.13,0.00,2
-0.98,-0.28,-0.61,96.74,-17.52,39.06,0.00,0.00,0.00,0.00,2
-0.92,-0.25,-0.49,-17.40,-4.70,-16.78,0.00,0.45,0.52,0.00,2
-0.62,-0.44,-0.43,-70.68,-23.38,124.57,0.00,0.42,0.00,0.00,2
-1.52,0.05,-0.57,21.61,20.32,-28.93,0.00,0.00,0.00,0.00,2
-0.62,0.03,0.33,-32.23,61.34,91.74,0.00,0.00,0.00,0.00,2
-0.50,-0.37,0.28,24.60,-19.04,2.26,0.00,0.00,0.00,0.00,2
-0.68,-0.41,0.42,5.49,1.53,-1.04,0.00,0.27,0.00,0.00,2
-0.76,-0.35,0.44,-24.05,-7.87,-2.38,0.00,0.29,0.00,0.00,2
-0.65,-0.39,0.40,-23.74,-8.00,-2.99,0.00,0.29,0.00,0.00,2
-0.78,-0.30,0.43,14.59,10.19,-2.75,0.00,0.31,0.00,0.00,2
-0.79,-0.31,0.43,18.07,6.53,-6.90,0.00,0.31,0.00,0.00,2
-0.80,-0.29,0.40,47.06,19.47,-18.92,0.00,0.31,0.00,0.00,2
-0.77,-0.59,0.31,-8.30,-12.51,-0.85,0.00,0.31,0.00,0.00,2
