accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.07,0.10,-1.26,1.83,-6.04,-1.22,0.48,0.00,0.00,0.00,2
-0.04,0.09,-1.25,2.44,-1.16,-0.85,0.24,0.00,0.56,0.00,2
-0.06,0.10,-1.25,2.50,-0.37,-0.73,0.00,0.00,0.70,0.00,2
-0.05,0.09,-1.25,3.05,0.49,-1.28,0.11,0.00,0.62,0.00,2
-0.04,0.09,-1.25,2.56,-0.73,-0.43,0.12,0.00,0.55,0.00,2
-0.04,0.09,-1.25,2.99,0.31,-0.49,0.32,0.00,0.20,0.00,2
-0.04,0.10,-1.25,2.93,-0.55,-0.73,0.18,0.00,0.66,0.00,2
-0.04,0.09,-1.25,2.93,0.43,-0.31,0.00,0.00,0.90,0.00,2
-0.05,0.10,-1.24,3.36,2.50,-0.18,0.39,0.00,0.00,0.00,2
-0.07,0.10,-1.25,2.56,0.37,-0.67,0.51,0.00,0.00,0.00,2
-0.04,0.09,-1.25,2.62,-0.49,-0.49,0.24,0.00,0.33,0.00,2
-0.04,0.09,-1.25,3.05,0.12,-0.67,0.07,0.00,0.66,0.00,2
-0.04,0.09,-1.25,2.75,0.12,-0.61,0.14,0.00,0.62,0.00,2
-0.04,0.09,-1.25,3.11,0.24,-0.61,0.15,0.00,0.62,0.00,2
-0.04,0.09,-1.25,3.11,0.37,-0.55,0.14,0.00,0.65,0.00,2
-0.26,-0.02,-1.23,9.09,3.60,-0.92,0.00,0.00,0.00,0.00,2
-0.27,0.02,-1.23,14.71,5.80,-2.38,0.00,0.00,0.00,0.00,2
-0.25,-0.01,-1.21,1.53,-1.16,0.55,0.00,0.00,0.00,0.00,2
-0.30,0.01,-1.20,-9.89,-3.30,1.83,0.00,0.00,0.00,0.00,2
-0.30,-0.08,-1.22,1.71,-9.52,-2.87,0.00,0.00,0.00,0.00,2
-0.29,-0.03,-1.22,1.89,-2.56,-3.42,0.00,0.00,0.56,0.00,2
-0.29,-0.06,-1.21,1.83,5.07,-1.95,0.00,0.00,0.82,0.00,2
-0.30,-0.01,-1.23,1.95,-0.61,-5.25,0.00,0.00,0.92,0.00,2
-0.29,-0.04,-1.21,3.36,-3.17,0.61,0.00,0.00,0.00,0.00,2
-0.28,-0.03,-1.22,2.69,-0.31,0.37,0.00,0.00,0.00,0.00,2
-0.28,-0.03,-1.21,2.38,-0.85,0.24,0.00,0.00,0.00,0.00,2
-0.29,-0.04,-1.22,3.48,-1.83,-0.98,0.00,0.00,0.00,0.00,2
-0.33,-0.02,-1.21,8.06,-1.28,-4.39,0.00,0.00,0.00,0.00,2
-0.31,0.03,-1.21,-4.09,4.33,0.24,0.00,0.00,0.00,0.00,2
-0.25,0.02,-1.23,0.98,-1.71,0.18,0.00,0.00,0.00,0.00,2
-0.26,0.01,-1.22,3.42,-0.67,-2.26,0.00,0.00,0.00,0.00,2
-0.24,-0.00,-1.22,2.75,1.40,0.00,0.00,0.00,0.00,0.00,2
-0.26,0.01,-1.22,-5.37,-1.34,-0.73,0.00,0.00,0.00,0.00,2
-0.25,0.02,-1.23,4.15,0.18,0.24,0.00,0.00,0.00,0.00,2
-0.26,0.02,-1.22,3.85,-3.54,-0.67,0.46,0.00,0.00,0.00,2
-0.25,0.02,-1.22,7.26,3.17,0.85,0.72,0.00,0.00,0.00,2
-0.25,0.02,-1.22,3.97,0.61,-0.73,0.75,0.00,0.00,0.00,2
-0.26,0.02,-1.22,-0.79,1.04,-0.37,0.00,0.00,0.00,0.00,2
-0.24,0.00,-1.23,4.52,0.43,-2.20,0.00,0.00,0.00,0.00,2
-0.25,0.00,-1.23,3.30,-1.04,-0.31,0.00,0.00,0.00,0.00,2
-0.25,0.01,-1.23,4.27,0.98,0.85,0.00,0.00,0.00,0.00,2
-0.27,-0.01,-1.21,-2.56,1.10,-5.00,0.00,0.00,0.00,0.00,2
-0.25,0.02,-1.23,-0.06,0.00,-3.17,0.00,0.00,0.00,0.00,2
-0.26,0.03,-1.23,-1.46,-0.43,-2.99,0.00,0.00,0.00,0.00,2
-0.24,-0.29,-1.17,5.25,3.54,-3.30,0.00,0.00,0.00,0.00,2
-0.23,-0.29,-1.19,2.20,-2.93,1.16,0.00,0.00,0.00,0.00,2
-0.22,-0.30,-1.16,2.56,-0.49,-4.88,0.00,0.00,0.00,0.00,2
-0.22,-0.30,-1.17,7.32,1.22,2.01,0.34,0.00,0.00,0.00,2
-0.22,-0.31,-1.17,5.80,0.18,-2.32,0.45,0.00,0.00,0.00,2
-0.24,-0.29,-1.19,4.76,0.37,2.01,0.00,0.00,0.00,0.00,2
-0.21,-0.30,-1.17,2.87,1.95,-1.59,0.00,0.56,0.00,0.00,2
-0.23,-0.29,-1.18,1.40,0.24,-0.67,0.00,0.67,0.00,0.00,2
-0.24,-0.30,-1.17,-0.92,-2.87,3.97,0.00,0.00,0.00,0.00,2
-0.22,-0.31,-1.16,-2.75,-3.23,-1.53,0.00,0.00,0.00,0.00,2
-0.24,-0.29,-1.18,1.77,1.89,-0.37,0.00,0.00,0.61,0.00,2
-0.25,-0.30,-1.19,2.14,0.00,0.37,0.00,0.00,0.71,0.00,2
-0.25,-0.32,-1.17,-3.48,-7.32,-1.04,0.00,0.00,0.00,0.00,2
-0.27,-0.33,-1.17,8.73,-0.55,-2.26,0.00,0.00,0.00,0.00,2
-0.26,-0.30,-1.16,2.08,6.16,-1.89,0.00,0.00,0.00,0.00,2
-0.25,-0.28,-1.20,-4.82,-2.56,3.48,0.00,0.00,0.00,0.00,2
-0.24,-0.35,-1.16,11.66,2.56,8.24,0.00,0.00,0.00,0.00,2
-0.12,-0.09,-1.23,11.17,2.81,-12.51,0.00,0.00,0.00,0.00,2
-0.15,-0.10,-1.22,13.12,1.28,5.80,0.00,0.00,0.00,0.00,2
-0.15,-0.04,-1.23,2.56,-6.41,6.29,0.00,0.00,0.00,0.00,2
-0.17,-0.04,-1.30,-5.62,5.92,15.38,0.00,0.00,0.00,0.00,2
-0.09,-0.09,-1.22,-5.49,2.44,-1.53,0.00,0.00,0.00,0.00,2
-0.13,-0.12,-1.24,13.24,-2.75,3.36,0.00,0.00,0.00,0.00,2
-0.15,-0.07,-1.26,10.50,13.06,-6.53,0.00,0.00,0.00,0.00,2
0.01,-0.20,-1.16,1.28,15.01,8.54,0.00,0.00,0.00,0.00,2
0.04,-0.18,-1.22,3.42,-9.95,-3.72,0.00,0.00,0.00,0.00,2
-0.08,-0.20,-1.21,-6.04,8.73,6.29,0.00,0.00,0.00,0.00,2
-0.08,-0.15,-1.26,6.96,16.30,-13.06,0.00,0.00,0.00,0.00,2
-0.09,0.08,-1.25,2.93,0.37,-0.43,0.00,0.00,0.00,0.00,2
-0.08,0.08,-1.24,2.75,-0.06,-0.49,0.00,0.00,0.00,0.00,2
-0.07,0.09,-1.26,8.79,-11.17,-1.95,0.00,0.00,0.00,0.00,2
-0.08,0.08,-1.24,3.23,-1.04,-0.49,0.00,0.00,0.27,0.00,2
-0.09,0.08,-1.25,3.72,-1.65,-0.67,0.20,0.16,0.47,0.00,2
-0.09,0.08,-1.25,2.93,0.00,-0.67,0.34,0.31,0.16,0.00,2
-0.10,0.07,-1.25,2.81,0.55,-0.55,0.47,0.38,0.00,0.00,2
-0.09,0.08,-1.25,2.56,0.67,-0.55,0.26,0.25,0.26,0.00,2
-0.09,0.08,-1.24,2.87,0.61,-0.67,0.09,0.07,0.69,0.00,2
-0.10,0.08,-1.25,3.17,-0.43,-0.49,0.45,0.33,0.00,0.00,2
-0.09,0.08,-1.25,2.38,1.40,-0.92,0.13,0.11,0.46,0.00,2
-0.09,0.08,-1.25,3.78,-1.71,-0.92,0.05,0.00,0.00,0.00,2
-0.09,0.08,-1.25,3.85,-2.14,-0.98,0.16,0.11,0.00,0.00,2
-0.04,0.10,-1.27,2.56,-0.98,-0.61,0.07,0.10,0.00,0.00,2
-0.05,0.12,-1.29,6.35,-2.81,0.43,0.07,0.16,0.00,0.00,2
-0.04,0.10,-1.26,1.95,0.24,-1.04,0.07,0.15,0.05,0.00,2
0.00,0.10,-1.26,6.59,-3.48,-10.86,0.08,0.17,0.09,0.00,2
-0.06,0.10,-1.35,10.44,-26.12,0.31,0.07,0.16,0.08,0.00,2
0.11,0.09,-1.22,4.21,0.73,0.12,0.06,0.13,0.11,0.00,2
0.02,0.13,-1.27,1.04,-4.94,0.85,0.06,0.14,0.12,0.00,2
0.00,0.13,-1.25,3.05,-1.22,0.79,0.06,0.13,0.15,0.00,2
0.07,0.22,-1.26,-29.36,-74.89,93.81,0.00,0.07,0.27,0.00,2
0.13,0.16,-1.25,1.40,-0.79,26.79,0.15,0.08,0.00,0.00,2
0.01,0.07,-1.28,-100.59,-80.93,20.87,0.18,0.26,0.00,0.00,2
0.85,-0.19,-0.59,-5.37,-13.73,23.80,0.00,0.00,0.35,0.00,2
0.97,-0.30,-0.18,-1.10,36.74,-8.85,0.00,0.00,0.23,0.00,2
0.00,0.13,-1.28,29.66,-12.76,-0.67,0.00,0.00,0.32,0.00,2
-0.06,-0.18,-1.29,-33.87,75.81,34.30,0.00,0.00,0.44,0.00,2
-0.42,-0.47,-0.77,-36.62,50.72,-53.77,0.00,0.00,0.48,0.00,2
-0.87,-0.24,-0.00,21.91,-23.01,17.46,0.00,0.00,0.53,0.00,2
-1.23,-0.08,0.05,15.87,51.03,-34.12,0.00,0.00,0.54,0.00,2
-1.02,-0.18,0.04,15.26,25.21,-15.50,0.00,0.00,0.49,0.00,2
-1.10,-0.25,-0.03,21.79,-26.06,-14.83,0.00,0.00,0.49,0.00,2
-1.17,0.01,-0.43,69.52,41.50,-19.23,0.00,0.00,0.49,0.00,2
-0.97,-0.27,-0.14,-11.66,-13.37,-15.93,0.06,0.00,0.28,0.00,2
-0.98,-0.05,-0.33,-17.40,-14.34,-50.84,0.00,0.00,0.39,0.00,2
-1.00,0.18,-0.27,12.02,2.38,18.55,0.00,0.00,0.45,0.00,2
-1.04,0.22,-0.32,0.37,0.61,4.64,0.00,0.00,0.30,0.00,2
-1.03,0.15,-0.42,15.08,-3.97,-6.90,0.00,0.00,0.37,0.00,2
-1.01,0.08,-0.43,-2.14,0.00,0.37,0.00,0.00,0.28,0.00,2
-0.92,0.30,-0.35,-11.35,-1.46,-3.05,0.05,0.00,0.17,0.00,2
-1.04,0.21,-0.41,-10.80,3.97,-7.14,0.07,0.00,0.29,0.00,2
-1.01,0.05,-0.34,-15.44,-6.35,16.78,0.24,0.00,0.00,0.00,2
-0.96,-0.13,-0.61,-8.73,-3.23,-3.91,0.45,0.20,0.00,0.00,2
-1.04,0.02,-0.54,45.78,-1.59,-16.97,0.35,0.00,0.00,0.00,2
-1.02,0.20,-0.40,19.65,13.79,-19.29,0.16,0.09,0.13,0.00,2
-1.36,0.22,-0.48,17.21,-17.33,-35.03,0.00,0.00,0.00,0.00,2
-0.92,0.07,-0.41,4.94,-8.79,9.58,0.26,0.00,0.00,0.00,2
-1.00,0.05,-0.39,-8.67,7.20,0.67,0.06,0.00,0.44,0.00,2
-1.02,0.30,-0.17,-9.89,-8.79,8.48,0.00,0.00,0.93,0.00,2
-1.03,0.00,-0.54,10.19,-26.31,4.94,0.33,0.22,0.00,0.00,2
-1.05,0.02,-0.71,4.58,-74.28,-5.19,0.16,0.00,0.00,0.00,2
-0.86,0.07,-0.56,58.35,43.15,16.97,0.00,0.00,0.00,0.00,2
-1.02,0.02,-0.31,-9.83,-14.53,6.53,0.00,0.06,0.31,0.00,2
-1.02,-0.05,-0.46,-3.60,-16.42,-0.55,0.16,0.19,0.22,0.00,2
-1.01,-0.08,-0.78,20.81,-39.55,2.62,0.47,0.17,0.00,0.00,2
-0.84,-0.08,-0.38,75.13,26.55,-1.95,0.00,0.00,0.00,0.00,2
-1.01,0.13,-0.36,-72.63,-11.90,-7.08,0.00,0.00,0.88,0.00,2
-1.02,-0.17,-0.57,0.24,-33.08,4.15,0.31,0.18,0.00,0.00,2
-1.02,0.07,-0.61,69.52,-85.02,33.39,0.06,0.00,0.00,0.00,2
-0.70,-0.04,-0.48,18.80,-15.08,-0.92,0.00,0.00,0.00,0.00,2
-1.02,0.00,-0.29,-36.93,-27.34,6.04,0.00,0.00,0.92,0.00,2
-1.11,0.02,-0.34,17.33,-14.53,-4.70,0.00,0.00,0.21,0.00,2
-0.95,-0.03,-0.59,-4.27,-41.81,6.59,0.37,0.15,0.00,0.00,2
-0.93,-0.02,-0.74,26.92,-67.81,20.75,0.00,0.00,0.00,0.00,2
-1.01,-0.06,-0.60,25.63,137.21,-57.92,0.00,0.00,0.00,0.00,2
-1.06,-0.20,-0.25,-6.04,-11.54,-3.66,0.00,0.00,1.07,0.00,2
-1.07,0.04,-0.34,86.91,-19.78,10.13,0.00,0.00,0.35,0.00,2
-0.84,-0.19,-0.86,9.46,-35.10,4.64,0.43,0.17,0.00,0.00,2
-0.69,0.08,-0.83,14.95,158.87,-25.02,0.00,0.00,0.00,0.00,2
-1.11,0.12,-0.13,-32.84,-28.56,17.70,0.00,0.00,0.68,0.00,2
-1.06,-0.05,-0.31,22.89,-20.69,6.90,0.00,0.00,0.74,0.00,2
-0.81,-0.25,-0.96,27.71,-33.39,12.08,0.46,0.00,0.00,0.00,2
-0.67,0.16,-1.01,202.64,16.60,118.90,0.00,0.00,0.00,0.00,2
-1.08,0.20,-0.32,89.60,-1.04,27.71,0.00,0.00,0.00,0.00,2
-1.06,0.00,-0.32,-25.76,-2.20,2.93,0.12,0.00,0.72,0.00,2
-1.04,-0.06,-0.38,-0.98,-2.01,1.10,0.27,0.00,0.32,0.00,2
-0.98,0.12,-0.33,-15.08,-2.20,7.14,0.34,0.00,0.00,0.00,2
-1.05,-0.07,-0.44,0.06,-2.26,0.18,0.49,0.00,0.00,0.00,2
-0.97,-0.08,-0.56,17.52,-34.12,11.60,0.62,0.00,0.00,0.00,2
-0.88,-0.18,-1.07,-115.91,198.30,-85.51,0.00,0.00,0.00,0.00,2
-0.99,0.02,-0.30,45.90,-20.94,17.88,0.06,0.00,0.62,0.00,2
-0.99,-0.07,-0.45,1.28,-10.68,0.92,0.43,0.00,0.00,0.00,2
-1.02,-0.01,-0.72,18.01,-60.67,7.26,0.09,0.00,0.00,0.00,2
-0.79,-0.09,-1.12,-168.15,178.71,-98.39,0.00,0.00,0.00,0.00,2
-1.04,0.17,-0.27,-20.08,-3.97,1.46,0.05,0.00,0.32,0.00,2
-1.04,0.00,-0.33,-2.26,-3.36,3.42,0.14,0.00,0.39,0.00,2
-1.01,-0.03,-0.43,-6.90,-30.40,-1.10,0.27,0.00,0.18,0.00,2
-0.66,-0.24,-1.05,12.08,-21.85,-9.77,0.00,0.00,0.00,0.00,2
-0.82,0.04,0.05,-51.39,-15.81,11.41,0.00,0.00,0.00,0.00,2
-0.98,-0.01,-0.25,5.55,-37.05,13.31,0.00,0.00,0.79,0.00,2
-0.97,-0.43,-1.02,140.32,-80.81,63.66,0.00,0.00,0.00,0.00,2
-0.90,0.24,-0.42,-2.81,21.85,-10.07,0.00,0.00,0.00,0.00,2
-1.01,-0.11,-0.38,-21.36,2.32,5.43,0.00,0.00,0.24,0.00,2
-1.01,0.08,-0.44,-29.72,-13.61,-6.96,0.52,0.00,0.00,0.00,2
-0.80,-0.21,-0.71,-1.40,15.99,-4.46,0.70,0.00,0.00,0.00,2
-1.08,-0.08,-0.75,21.36,-66.71,19.47,0.38,0.00,0.00,0.00,2
-0.44,-0.17,-0.99,-73.91,6.90,1.77,0.00,0.00,0.00,0.00,2
-0.92,-0.14,-0.58,18.01,61.89,-8.06,0.00,0.00,0.44,0.00,2
-1.00,-0.05,-0.33,4.46,1.28,-0.12,0.13,0.00,0.71,0.00,2
-1.00,0.00,-0.42,-15.75,-27.71,-4.33,0.18,0.00,0.32,0.00,2
-1.26,0.12,-0.67,28.38,-103.03,-6.77,0.00,0.00,0.00,0.00,2
-0.76,-0.04,-0.34,-19.78,8.54,25.33,0.00,0.00,0.00,0.00,2
-1.02,-0.03,-0.48,2.08,-51.51,6.71,0.13,0.00,0.09,0.00,2
-1.06,-0.02,-0.78,-48.40,216.13,-70.98,0.00,0.00,0.00,0.00,2
-1.05,0.04,-0.34,62.19,-20.32,14.22,0.07,0.00,0.73,0.00,2
-0.90,-0.18,-0.77,27.40,-50.35,27.95,0.45,0.00,0.00,0.00,2
-0.67,-0.37,-1.15,-273.86,117.37,-240.36,0.00,0.00,0.00,0.00,2
-0.96,0.02,-0.42,-2.20,4.27,24.54,0.00,0.00,0.64,0.00,2
-1.03,-0.00,-0.39,6.41,-3.42,5.43,0.27,0.00,0.00,0.00,2
-0.94,-0.06,-0.61,2.81,-18.43,3.23,0.49,0.00,0.00,0.00,2
-0.96,-0.05,-0.69,-6.10,-14.47,-24.05,0.26,0.00,0.00,0.00,2
-0.70,0.55,-0.73,102.05,24.96,23.80,0.00,0.00,0.00,0.00,2
-1.06,0.02,-0.25,3.23,-4.46,0.24,0.13,0.00,0.73,0.00,2
-1.05,0.06,-0.31,22.58,-4.27,0.24,0.20,0.00,0.59,0.00,2
-1.04,0.06,-0.31,12.45,1.46,-1.22,0.07,0.00,0.31,0.00,2
-1.04,0.12,-0.32,4.64,-3.78,-0.55,0.00,0.00,0.61,0.00,2
-0.99,0.03,-0.51,-12.82,4.09,-5.98,0.26,0.00,0.00,0.00,2
-0.97,-0.00,-0.22,25.45,-5.80,2.38,0.00,0.00,0.80,0.00,2
-0.94,-0.21,-0.48,-12.27,-28.99,26.12,0.00,0.00,0.30,0.00,2
-0.94,-0.18,-0.49,45.29,9.28,0.31,0.00,0.00,0.00,0.00,2
-0.95,0.08,0.09,-16.60,101.01,11.23,0.00,0.00,0.00,0.00,2
-0.81,-0.25,0.42,62.87,4.03,19.04,0.00,0.00,0.00,0.00,2
-0.84,-0.16,0.36,-46.45,-59.45,10.07,0.00,0.00,0.00,0.00,2
-1.06,0.02,0.14,33.08,9.03,-8.91,0.00,0.00,0.00,0.00,2
-1.08,-0.08,0.03,-2.44,-14.10,9.46,0.00,0.00,0.00,0.00,2
-1.05,-0.09,-0.10,10.13,-9.34,11.72,0.00,0.00,0.00,0.00,2
-1.16,-0.10,-0.02,0.18,-3.78,7.39,0.00,0.00,0.00,0.00,2
-1.00,0.12,0.01,9.77,-6.41,-48.77,0.00,0.00,0.00,0.00,2
-1.06,-0.01,0.25,46.69,5.43,-5.43,0.00,0.00,0.00,0.00,2
-0.98,-0.03,-0.02,-37.48,-15.26,62.32,0.00,0.00,0.00,0.00,2
-0.95,-0.35,-0.07,44.07,19.47,-27.04,0.00,0.00,0.00,0.00,2
-1.15,-0.03,0.00,-2.26,-0.43,-23.44,0.00,0.00,0.00,0.00,2
-1.04,-0.05,-0.11,3.36,2.56,-0.49,0.00,0.00,0.00,0.00,2
-1.02,-0.03,-0.10,0.31,-0.67,-0.37,0.00,0.00,0.00,0.00,2
-1.03,-0.01,-0.09,2.99,0.98,0.98,0.00,0.00,0.00,0.00,2
-1.03,-0.02,-0.09,2.81,0.24,0.00,0.00,0.00,0.00,0.00,2
-1.03,-0.03,-0.10,8.18,0.24,-0.92,0.00,0.00,0.00,0.00,2
-1.02,-0.01,-0.10,10.50,-0.85,1.04,0.00,0.00,0.00,0.00,2
-1.00,-0.16,-0.13,-15.99,-1.16,62.38,0.00,0.00,0.00,0.00,2
-1.10,-0.04,-0.02,10.13,-4.27,-6.71,0.00,0.00,0.00,0.00,2
-0.94,0.08,-0.04,4.21,0.18,-1.77,0.00,0.00,0.00,0.00,2
-1.04,-0.01,-0.06,0.85,0.61,-0.49,0.00,0.00,0.73,0.00,2
-1.02,0.03,-0.10,5.19,-0.18,-1.10,0.55,0.00,0.00,0.00,2
-1.03,0.03,-0.11,3.78,0.24,0.49,0.34,0.00,0.00,0.00,2
-1.00,0.03,-0.12,-4.76,-0.55,-9.58,0.00,0.00,0.00,0.00,2
-1.01,0.04,-0.10,6.65,-0.24,-1.95,0.00,0.00,0.00,0.00,2
-1.02,0.03,-0.11,3.91,0.12,-1.10,0.00,0.00,0.00,0.00,2
-1.03,0.04,-0.11,2.38,-0.49,-1.53,0.00,0.00,0.00,0.00,2
-1.02,0.03,-0.10,4.52,0.06,-1.46,0.00,0.00,0.00,0.00,2
-1.00,0.03,-0.10,2.38,-0.61,2.14,0.00,0.00,0.00,0.00,2
-1.04,0.02,-0.10,3.60,0.12,-1.71,0.00,0.00,0.00,0.00,2
-0.98,0.10,-0.10,7.81,-1.83,-0.18,0.00,0.00,0.00,0.00,2
-1.01,0.05,-0.10,1.65,-0.85,-4.70,0.52,0.00,0.00,0.00,2
-1.02,0.04,-0.10,2.56,-0.18,-0.31,0.72,0.00,0.00,0.00,2
-1.03,0.04,-0.09,-0.61,-0.92,-7.69,0.30,0.00,0.00,0.00,2
-1.03,0.04,-0.08,2.56,3.72,-5.37,0.00,0.00,0.00,0.00,2
-1.07,0.10,-0.02,2.26,5.31,-7.02,0.00,0.00,0.00,0.00,2
-1.03,0.09,-0.01,0.79,0.79,6.16,0.00,0.00,0.00,0.00,2
-1.02,0.12,-0.01,12.57,4.46,-2.93,0.00,0.00,0.00,0.00,2
-1.00,0.03,0.01,14.65,-2.14,-3.23,0.00,0.00,0.00,0.00,2
-0.99,0.06,-0.01,5.55,0.73,-0.61,0.00,0.00,0.00,0.00,2
-0.98,0.03,-0.04,-0.98,2.56,-6.84,0.00,0.00,0.00,0.00,2
-1.01,0.21,0.11,-5.13,-0.61,-7.63,0.00,0.00,0.00,0.00,2
-1.00,0.02,-0.00,27.65,-4.46,7.26,0.00,0.00,0.00,0.00,2
-1.00,0.17,0.00,-11.35,4.46,0.98,0.00,0.00,0.00,0.00,2
-1.53,-0.09,-0.14,43.52,-108.09,-86.55,0.00,0.00,0.00,0.00,2
-1.05,0.36,-0.45,53.89,34.00,8.48,0.00,0.00,0.00,0.00,2
-0.90,0.13,-0.86,-44.62,-0.73,-2.08,0.00,0.00,0.00,0.00,2
-0.81,0.20,-0.77,-15.32,6.59,-55.24,0.00,0.00,0.00,0.00,2
-0.38,0.22,-1.08,-10.44,-5.49,-6.47,0.00,0.00,0.00,0.00,2
-0.28,0.10,-1.21,2.62,0.00,-0.73,0.00,0.00,0.00,0.00,2
-0.28,0.10,-1.22,3.11,0.12,-0.61,0.00,0.00,0.00,0.00,2
-0.28,0.10,-1.22,2.93,0.06,-0.61,0.00,0.00,0.00,0.00,2
-0.28,0.11,-1.21,2.32,0.67,-0.61,0.00,0.00,0.00,0.00,2
-0.28,0.09,-1.22,3.60,-0.18,-0.73,0.49,0.00,0.00,0.00,2
-0.28,0.11,-1.21,2.87,-0.06,-0.61,0.74,0.00,0.00,0.00,2
-0.28,0.10,-1.22,2.93,-0.12,-0.79,0.00,0.00,0.00,0.00,2
-0.28,0.10,-1.22,2.87,0.06,-0.79,0.00,0.00,0.00,0.00,2
-0.28,0.10,-1.22,2.81,-0.18,-0.49,0.00,0.00,0.00,0.00,2
-0.28,0.10,-1.22,2.93,-0.06,-0.61,0.00,0.00,0.00,0.00,2
-0.28,0.10,-1.21,2.99,-0.06,-1.04,0.00,0.00,0.00,0.00,2
-0.28,0.10,-1.21,2.44,0.18,-0.49,0.89,0.00,0.00,0.00,2
-0.28,0.11,-1.21,2.75,0.12,-0.61,1.02,0.00,0.00,0.00,2
-0.29,0.10,-1.21,2.93,-0.24,-0.79,0.00,0.00,0.00,0.00,2
-0.28,0.11,-1.21,2.75,-0.31,-0.73,0.00,0.00,0.00,0.00,2
-0.28,0.10,-1.22,2.75,-0.31,-0.49,0.00,0.00,0.27,0.00,2
-0.29,0.10,-1.22,2.93,-0.12,-0.61,0.00,0.00,0.78,0.00,2
-0.28,0.10,-1.22,2.81,-0.06,-0.73,0.00,0.00,0.48,0.00,2
-0.29,0.10,-1.22,2.69,-0.06,-0.43,0.00,0.00,0.00,0.00,2
-0.28,0.10,-1.22,2.81,0.00,-0.67,0.00,0.00,0.00,0.00,2
-0.26,0.11,-1.19,3.11,0.06,-0.67,0.00,0.00,0.00,0.00,2
-0.29,0.09,-1.21,2.62,-0.06,-0.85,0.00,0.00,0.00,0.00,2
-0.30,0.09,-1.22,2.93,-0.24,-0.55,0.00,0.00,0.00,0.00,2
-0.30,0.08,-1.21,2.75,0.00,-0.61,0.00,0.00,0.00,0.00,2
-0.30,0.09,-1.21,3.17,-0.12,-0.73,0.00,0.00,0.00,0.00,2
-0.30,0.08,-1.22,3.11,-0.18,-0.67,0.00,0.00,0.34,0.00,2
-0.29,0.08,-1.22,4.39,-1.28,-1.22,0.00,0.00,0.76,0.00,2
-0.29,0.10,-1.21,3.42,-0.31,-0.73,0.00,0.00,0.00,0.00,2
-0.28,0.10,-1.22,2.81,0.18,-0.67,0.00,0.00,0.00,0.00,2
-0.30,0.09,-1.22,3.05,2.20,-0.67,0.00,0.00,0.00,0.00,2
