accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.03,-0.10,-1.24,3.17,-0.06,-1.04,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,4.52,-1.28,0.79,0.00,0.00,0.00,0.00,Normal
-0.03,-0.08,-1.24,-6.29,-0.92,-0.79,0.00,0.00,0.00,0.00,Normal
-0.03,-0.07,-1.25,1.34,-0.06,-0.55,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.25,-5.98,7.93,-3.54,0.00,0.00,0.00,0.00,Normal
-0.04,-0.09,-1.24,4.52,-1.77,-0.61,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,3.11,-0.18,-0.61,0.00,0.00,0.00,0.00,Normal
-0.03,-0.10,-1.24,3.11,0.00,-0.24,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.24,3.23,0.24,1.95,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.23,3.11,0.12,-0.37,0.00,0.00,0.00,0.00,Normal
-0.03,-0.09,-1.23,3.05,0.00,-0.49,0.00,0.00,0.00,0.00,Normal
