accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.03,-0.05,-1.24,3.17,0.06,-0.67,0.00,0.00,0.00,0.00,Normal
-0.03,-0.06,-1.25,3.36,0.00,-0.79,0.00,0.00,0.00,0.00,Normal
-0.03,-0.06,-1.24,2.99,-0.18,-0.79,0.00,0.00,0.00,0.00,Normal
-0.03,-0.06,-1.24,2.81,-0.31,-0.73,0.00,0.00,0.00,0.00,Normal
-0.03,-0.06,-1.24,2.87,0.12,-0.61,0.00,0.00,0.00,0.00,Normal
-0.03,-0.06,-1.24,3.23,0.00,-0.55,0.00,0.00,0.00,0.00,Normal
-0.03,-0.06,-1.24,2.75,0.31,-0.67,0.00,0.00,0.00,0.00,Normal
-0.03,-0.05,-1.24,3.30,0.12,-0.67,0.00,0.00,0.00,0.00,Normal
-0.03,-0.06,-1.24,3.05,-0.31,-0.73,0.00,0.00,0.00,0.00,Normal
-0.03,-0.04,-1.23,-4.70,0.24,-2.44,0.00,0.00,0.00,0.00,Normal
-0.03,-0.06,-1.24,3.72,-0.06,-0.67,0.00,0.00,0.00,0.00,Normal
-0.03,-0.06,-1.25,2.62,-0.06,-0.73,0.00,0.00,0.00,0.00,Normal
-0.03,-0.06,-1.24,-0.06,-0.85,-1.95,0.00,0.00,0.00,0.00,Normal
-0.03,-0.06,-1.24,2.87,-0.98,0.12,0.00,0.00,0.00,0.00,Normal
-0.03,-0.07,-1.24,4.39,-0.06,-0.85,0.00,0.00,0.00,0.00,Normal
-0.03,-0.07,-1.24,-1.22,-0.79,-0.73,0.00,0.00,0.00,0.41,Normal
-0.03,-0.07,-1.25,3.60,0.24,-0.85,0.00,0.00,0.00,0.67,Normal
-0.03,-0.07,-1.24,3.05,0.06,-0.61,0.00,0.00,0.00,0.51,Normal
-0.03,-0.08,-1.24,2.93,0.12,-0.85,0.00,0.00,0.00,0.55,Normal
-0.03,-0.07,-1.24,3.11,-0.18,-0.79,0.00,0.00,0.00,0.53,Normal
-0.03,-0.07,-1.23,2.38,0.00,-0.55,0.00,0.00,0.00,0.49,Normal
-0.03,-0.07,-1.24,2.87,-0.06,-0.73,0.00,0.00,0.00,0.49,Normal
-0.03,-0.07,-1.25,1.65,-0.43,-0.85,0.00,0.00,0.00,0.00,Normal
-0.03,-0.07,-1.24,2.38,-0.12,-0.61,0.00,0.00,0.00,0.00,Normal
-0.04,-0.07,-1.23,3.23,0.18,-0.55,0.00,0.00,0.00,0.00,Normal
-0.03,-0.07,-1.23,3.30,0.00,-0.43,0.00,0.00,0.00,0.00,Normal
