accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-1.00,0.56,0.10,-57.37,47.18,-23.32,0.00,0.00,0.00,0.00,2
-0.99,0.24,-0.19,-5.80,-13.49,14.34,0.00,0.00,0.98,0.00,2
-1.06,0.10,-0.32,-4.27,-17.52,6.53,0.00,0.00,1.01,0.00,2
-1.05,0.06,-0.49,-9.64,-10.56,-3.30,0.25,0.35,0.00,0.00,2
-0.85,0.16,-0.76,14.34,-38.88,-5.43,0.00,0.00,0.00,0.00,2
-1.12,0.26,-0.79,-85.94,194.70,-53.96,0.00,0.00,0.00,0.00,2
-1.08,0.22,-0.20,12.88,-20.51,20.45,0.00,0.00,1.02,0.00,2
-1.02,-0.00,-0.44,-39.25,-4.27,-2.69,0.09,0.21,0.23,0.00,2
-0.99,0.04,-0.50,-12.70,-9.22,-2.99,0.24,0.31,0.00,0.00,2
-0.87,0.10,-0.75,0.49,-24.23,-4.09,0.00,0.00,0.00,0.00,2
-1.38,0.19,-0.83,89.23,220.46,-16.78,0.00,0.00,0.00,0.00,2
-0.93,-0.21,-0.37,-13.85,-9.22,0.79,0.00,0.00,1.00,0.00,2
-1.00,0.00,-0.41,-11.60,-10.68,6.35,0.00,0.10,0.33,0.00,2
-1.00,0.07,-0.46,-2.01,-7.75,-4.09,0.21,0.24,0.00,0.00,2
-0.92,0.09,-0.65,3.97,-30.82,-12.82,0.00,0.00,0.00,0.00,2
-1.22,-0.10,-1.15,6.16,233.09,5.62,0.00,0.00,0.00,0.00,2
-1.07,0.02,-0.11,10.25,-17.40,3.30,0.00,0.00,0.95,0.00,2
-1.02,0.04,-0.42,-12.39,-12.94,2.14,0.00,0.07,0.35,0.00,2
-1.01,0.02,-0.50,16.17,-19.96,6.47,0.15,0.33,0.00,0.00,2
-0.87,0.16,-0.78,15.32,-31.92,-9.52,0.00,0.00,0.00,0.00,2
-0.97,-0.06,-0.80,-62.74,146.00,-5.00,0.00,0.00,0.00,0.00,2
-0.97,-0.07,-0.12,-15.38,-26.79,9.28,0.00,0.00,0.83,0.00,2
-1.04,0.05,-0.31,7.57,-15.87,5.80,0.00,0.00,0.66,0.00,2
-1.02,0.05,-0.46,13.92,-10.86,1.53,0.17,0.22,0.00,0.00,2
-0.94,0.08,-0.66,3.36,-28.63,-7.93,0.00,0.00,0.00,0.00,2
-0.55,0.25,-0.46,7.14,119.20,-34.97,0.00,0.00,0.00,0.00,2
-1.01,0.37,-0.02,32.59,-34.30,27.53,0.00,0.00,0.44,0.00,2
-1.02,0.15,-0.22,-1.46,-13.67,5.92,0.00,0.00,0.91,0.00,2
-1.01,0.06,-0.43,18.68,-5.98,3.91,0.06,0.00,0.72,0.00,2
-1.03,0.00,-0.61,17.70,-29.17,4.46,0.20,0.26,0.00,0.00,2
-0.84,0.03,-0.73,172.85,-23.86,50.84,0.00,0.00,0.00,0.00,2
-0.90,0.06,-0.27,127.01,-22.16,28.63,0.00,0.00,0.00,0.00,2
-1.02,0.23,-0.09,-6.35,-9.95,8.67,0.00,0.00,0.81,0.00,2
-1.03,0.05,-0.37,2.56,-8.06,9.89,0.00,0.00,1.05,0.00,2
-0.92,0.09,-0.50,1.28,-26.79,-7.93,0.14,0.17,0.05,0.00,2
-0.86,0.10,-0.75,11.41,-21.06,-0.85,0.00,0.00,0.00,0.00,2
-1.31,0.19,-0.83,75.50,219.97,-9.83,0.00,0.00,0.00,0.00,2
-0.98,0.07,-0.21,-34.00,-21.18,10.07,0.00,0.00,0.91,0.00,2
-1.03,0.06,-0.37,10.13,-8.91,3.36,0.00,0.00,0.98,0.00,2
-0.99,0.07,-0.56,-0.18,-28.32,-8.00,0.23,0.28,0.00,0.00,2
-1.16,0.35,-0.70,44.19,-77.94,16.24,0.00,0.00,0.00,0.00,2
-0.84,0.14,0.17,-159.42,7.81,-22.28,0.00,0.00,0.09,0.00,2
-1.02,0.01,-0.28,-2.75,-27.89,5.13,0.00,0.00,0.80,0.00,2
-1.00,0.01,-0.41,13.18,-17.27,5.00,0.15,0.23,0.20,0.00,2
-0.91,0.02,-0.69,4.88,-18.98,-2.75,0.00,0.00,0.00,0.00,2
-1.01,0.25,-0.52,-58.11,216.37,-41.99,0.00,0.00,0.00,0.00,2
-0.97,0.21,-0.21,-27.65,-20.02,10.25,0.00,0.00,0.78,0.00,2
-1.02,0.03,-0.38,17.21,-8.54,0.92,0.06,0.08,0.60,0.00,2
-1.02,-0.05,-0.48,3.97,-12.27,-2.99,0.16,0.18,0.00,0.00,2
-0.86,0.11,-0.70,3.72,-19.47,-4.88,0.00,0.00,0.00,0.00,2
-1.21,0.13,-0.77,1.10,196.96,-12.57,0.00,0.00,0.00,0.00,2
