accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
0.10,0.06,-1.25,3.05,-0.12,-0.12,0.00,0.00,0.00
0.10,0.06,-1.25,2.75,0.00,0.00,0.00,0.00,0.00
0.10,0.06,-1.25,2.93,0.00,-0.12,0.00,0.00,0.00
0.10,0.06,-1.25,2.87,-0.06,0.06,0.00,0.00,0.00
0.10,0.06,-1.24,2.75,-0.18,-0.24,0.00,0.00,0.00
0.10,0.06,-1.24,2.75,-0.18,-0.24,0.00,0.00,0.00
0.10,0.06,-1.24,2.87,0.12,-0.06,0.00,0.00,0.00
0.10,0.06,-1.24,2.62,0.18,-0.31,0.00,0.00,0.00
0.10,0.06,-1.24,2.81,-0.12,-0.06,0.00,0.00,0.00
0.10,0.06,-1.25,2.62,0.31,-0.24,0.00,0.00,0.00
0.10,0.06,-1.25,2.50,0.37,0.00,0.00,0.00,0.00
0.09,0.04,-1.27,8.91,1.59,1.10,0.00,0.00,0.00
0.11,0.07,-1.26,5.07,-1.40,0.67,0.39,0.00,0.00
0.10,0.09,-1.25,1.46,4.21,-0.55,0.64,0.00,0.00
0.10,0.07,-1.24,2.93,0.12,-0.24,0.65,0.00,0.00
0.11,0.07,-1.23,2.75,-1.16,-0.18,0.81,0.00,0.00
0.11,0.08,-1.24,2.50,0.24,-0.12,0.71,0.00,0.00
0.10,0.07,-1.25,4.03,0.67,0.43,0.00,0.00,0.00
0.10,0.06,-1.25,2.75,-0.18,-0.06,0.00,0.00,0.00
0.10,0.06,-1.24,3.05,-1.16,-0.18,0.00,0.00,0.00
0.09,0.07,-1.25,2.69,0.49,-0.43,0.00,0.00,0.00
0.10,0.06,-1.24,2.75,0.06,-0.31,0.00,0.00,0.00
0.10,0.07,-1.24,2.81,0.06,-0.24,0.00,0.00,0.00
