accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-0.944750178,0.041942332,-0.391475711,-25.82136264,14.73500179,-18.9147221,0,0,0
-0.667223011,0.038985924,-0.858491885,10.78218624,1.493446439,11.01132875,0,0,0
-1.030696581,0.01916824,-0.414602816,-35.92743086,-8.976118591,-4.971137316,0.164252455,0.327442227,0.049591503
-0.955665068,0,-0.537077365,-12.06495558,-22.49524487,-0.813512598,0.348613718,0.232210308,0
-0.796407707,-0.01910135,-1.044179901,134.922221,-118.3762665,69.31124364,0,0,0
-0.905792178,0.174004152,-0.05196934,-36.41444386,-29.89565515,0,0,0,0.518358332
-0.968929534,-0.193563399,-0.35982451,57.07733408,-22.40108448,1.970589363,0,0,0.760009259
-0.9980373,-0.080912694,-0.630808445,20.04224995,-34.76217322,-8.106228884,0.281934343,0,0
-0.823116934,-0.278700842,-0.735145735,-21.00675382,-15.77831835,7.850424205,0,0,0
-1.024670013,0.246134425,-0.07264091,-2.73414548,-24.59557245,18.79632492,0,0,0.740817376
-0.935169142,-0.156192658,-0.436865854,11.58883029,-14.2978768,4.694166809,0,0,0.7712484
-0.903029313,-0.038856273,-0.540156253,-0.424271067,-14.06265337,-6.967264719,0.327756793,0.266573912,0
-0.96312929,0.038832105,-0.702549451,1.794872766,-55.20017098,-11.37147841,0,0,0
-0.911944415,0.319267295,-0.800594566,-100.731896,150.6772775,-25.39610572,0,0,0
-1.02066073,-0.019466775,-0.270235499,30.93264864,-27.90903422,17.17822787,0,0,1.17478133
-1.047372776,-0.077887201,-0.482610035,10.81344287,-14.2476616,-1.128022431,0,0.088082488,0.405553264
-1.005818915,0.020305041,-0.68644225,6.512468472,-31.73340666,-14.12875365,0,0,0
-0.979251418,0.092508437,-0.578973398,-46.54506216,10.81782741,6.732844926,0,0,0
-0.973416975,0.168326196,-0.077210044,-65.23959977,-23.77663381,-15.66857984,0,0,0.629532563
-1.018292265,-0.13312818,-0.41490673,3.575499001,-11.96934409,-10.66458858,0,0,0.927239128
-0.953213922,-0.06800575,-0.541311978,12.92110498,-4.434042962,-0.230276574,0.405116612,0.298407743,0
-0.900260061,0,-0.742479933,5.922374781,-37.14292213,-15.49568418,0.088683235,0,0
-1.227204065,-0.029159213,-1.097337579,-94.38735684,217.3646512,-2.458151098,0,0,0
-1.04971535,-0.076392033,-0.165239051,-20.37838962,-23.59670145,2.308334808,0,0,0.906801787
-0.99204317,-0.04792634,-0.427755508,-5.591054041,-9.246982015,-2.823567088,0.271891166,0.040626949,0
-0.913893203,-0.029400949,-0.614722548,4.07907447,-15.62863939,-0.352667463,0.350991363,0.191155898,0
-1.074718965,-0.133712346,-0.222804277,35.60718352,-36.93939772,24.14275907,0,0,0.891923651
-0.961677964,-0.172397571,-0.397596852,22.03394169,-17.28181463,13.08002366,0,0,0.949806738
-0.99832309,-0.077304189,-0.488977647,10.92434353,-16.81511711,1.664862379,0.258131571,0.15328949,0
-0.915510859,0.009789151,-0.735441415,11.42369565,-37.62738416,-12.36636395,0.040173583,0,0
-0.938511764,-0.010125723,-0.752199781,9.227706207,-36.74831937,-9.342222752,0,0.107994639,0
-0.954982655,0.261144834,-0.427673408,6.533128947,195.9631848,-32.90425958,0,0,0
-0.976424984,-0.030373103,-0.206038625,-36.38741254,-21.85718721,14.76847402,0,0,0.949568909
-1.022609141,-0.105936357,-0.410612209,6.261196786,-12.07978402,-5.374623426,0,0,0.780206471
-0.978464241,0,-0.622443197,5.029376961,-19.67599131,-9.12032651,0.324251092,0.238548689,0
-0.856686499,0.122119444,-0.687680546,6.841233182,-51.31375502,-11.22813578,0,0,0
-0.721306095,0.330065431,-0.870984974,127.0388441,51.02147033,26.34535201,0,0,0
-0.97669386,-0.240785293,-0.314840172,4.350629402,-15.05819794,-2.349383626,0,0,1.166863556
-1.027564282,-0.05117619,-0.433138848,-8.649739096,-8.276684208,-11.51405686,0.162114903,0,0.377791504
-0.901270999,0.057861131,-0.680890033,-28.49285502,-18.62948208,-21.01104342,0.143432826,0.213750943,0
-0.822187743,0.00984232,-0.805023774,16.36074641,-40.34056758,2.265626654,0,0,0
-0.763053918,0.235495846,-0.84072803,-23.35347259,112.1142181,-3.948100298,0,0,0
-0.971532596,-0.091457372,-0.273646716,35.03272829,-19.24181021,21.39354523,0,0,0.973506291
-1.032167844,-0.091120753,-0.375019852,-7.502056894,-9.054924651,4.172172828,0,0,1.041015325
-1.050505659,-0.087236666,-0.463806702,5.18881167,-5.120450058,-4.577686409,0.192475051,0.278857047,0.267985142
-0.951317333,-0.048964242,-0.586717825,-0.300972655,-16.00550125,-8.950035284,0.3607086,0.403892358,0
-0.974412764,0.146587872,-0.713376955,26.7122056,-80.61906188,3.425305277,0,0,0
-0.581131749,0.186405866,-0.693532903,33.01172167,-4.073255257,22.76005094,0,0,0
-1.04947264,0.052136338,-0.148738797,-3.587175792,-16.42644255,7.213949408,0,0,0.933900076
-0.968477938,-0.068928917,-0.403830504,18.54377688,-8.869351445,4.44111493,0,0,0.661444861
-0.980213247,-0.030342744,-0.489461553,-5.045591671,-9.996011855,-1.512729789,0.287918749,0.328632228,0
-0.902495178,-0.020118435,-0.70263472,2.713298635,-18.51114219,-7.463219891,0.155270814,0.068964432,0
-1.099514379,0.15964145,-0.800070358,44.87111265,-97.84904179,25.07891867,0,0,0
-0.786488082,0.087936322,-0.162604041,-39.47305882,22.55710858,3.532734034,0,0,0.177574436
-1.022125577,-0.029374695,-0.239812911,-12.03555098,-20.46048627,7.971144978,0,0,0.932543672
-1.028049956,-0.081238286,-0.415906024,15.78569448,-11.68084289,0.739178266,0,0.112256872,0.689874525
-0.931564939,-0.072254638,-0.588531208,8.345938726,-16.86317132,0.719658999,0.332279434,0.424378154,0
-0.888078309,0.047783179,-0.757813501,14.10666894,-47.02904853,-6.022233744,0,0,0
-1.146740068,0.153670083,-0.919905283,-132.0993126,204.6432206,-32.54560984,0,0,0
-1.041929424,-0.080051902,-0.144493686,-12.10320001,-22.63323276,1.984563915,0,0,0.868969057
-0.984907765,-0.100236822,-0.340964586,9.305053189,-15.73665087,5.337354857,0,0,0.963630061
