accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-0.22,0.87,0.20,48.71,115.84,43.40,0.00,0.00,0.00
-0.17,0.86,0.21,-32.65,86.91,15.69,0.00,0.00,0.00
-0.11,0.97,0.01,-42.42,-88.44,-2.62,0.00,0.00,0.76
0.01,0.90,0.03,67.87,95.70,-15.01,0.00,0.00,0.87
-0.11,0.92,0.21,-44.86,41.08,48.65,0.00,0.00,0.00
-0.10,1.01,0.01,-58.53,-41.44,20.26,0.00,0.00,0.49
0.21,0.78,0.19,28.93,171.69,-5.86,0.00,0.42,0.00
0.11,0.60,0.30,-38.76,-144.71,2.20,0.00,0.00,0.00
-0.13,1.10,0.34,-53.28,27.77,17.15,0.00,0.00,0.56
-0.03,0.97,-0.07,19.23,15.38,1.46,0.00,0.27,0.62
0.06,0.98,0.26,-43.33,-48.03,6.65,0.00,0.00,0.00
-0.41,0.78,-0.19,26.79,-17.70,-11.84,0.00,0.00,0.00
-0.06,1.01,-0.03,17.15,5.86,-6.96,0.08,0.51,0.00
0.00,0.85,0.44,-1.16,-29.42,-12.76,0.00,0.00,0.00
-0.03,0.90,0.17,8.24,-10.19,-12.08,0.00,0.00,0.00
0.03,0.88,0.09,-43.52,-9.16,18.13,0.13,0.46,0.00
0.10,0.99,0.49,105.29,44.86,-75.99,0.00,0.05,0.00
0.19,0.83,0.45,-39.25,-27.28,-12.70,0.00,0.00,0.00
0.10,0.96,-0.06,19.84,32.96,-6.71,0.10,0.40,0.33
-0.49,0.71,0.38,-68.18,-375.06,-139.71,0.00,0.00,0.00
-0.04,1.02,-0.35,-2.93,-39.79,-22.77,0.00,0.00,0.00
-0.15,0.96,-0.22,18.80,7.20,-2.81,0.00,0.31,0.43
0.07,0.71,0.41,-30.40,7.57,18.07,0.00,0.00,0.00
0.05,0.88,0.30,-33.51,-22.83,20.69,0.00,0.00,0.00
-0.15,0.97,-0.10,27.83,24.84,-7.69,0.00,0.23,0.51
0.01,0.86,0.23,-21.67,-48.95,8.18,0.00,0.00,0.00
0.06,0.84,0.31,-24.05,73.55,18.25,0.00,0.00,0.00
-0.01,1.01,-0.14,18.92,16.36,-11.66,0.00,0.15,0.65
0.26,0.83,0.72,26.43,23.56,-18.68,0.00,0.00,0.00
0.44,0.70,0.69,36.62,7.02,-52.55,0.00,0.00,0.00
-0.10,0.98,-0.12,20.26,-20.69,-17.46,0.00,0.22,0.61
0.34,0.79,0.47,93.69,12.51,-47.06,0.00,0.00,0.00
-0.10,0.90,0.10,-87.95,-17.09,19.41,0.00,0.00,0.00
-0.11,0.91,-0.13,14.47,-1.46,-9.89,0.00,0.25,0.44
-0.19,1.46,0.35,77.39,-133.67,-65.25,0.00,0.00,0.09
-0.00,0.99,0.05,-11.17,-198.00,-8.54,0.00,0.00,0.00
-0.27,1.06,-0.09,18.25,52.73,4.88,0.00,0.09,0.89
-0.05,0.91,-0.12,80.81,7.14,-22.46,0.11,0.24,0.62
-0.12,1.01,0.17,24.35,-17.33,-19.59,0.00,0.00,0.00
-0.09,0.82,0.14,18.31,4.27,-11.05,0.00,0.00,0.00
-0.05,0.99,-0.16,12.21,-11.54,-17.88,0.00,0.16,0.52
-0.01,0.61,0.23,102.11,-4.46,-49.99,0.00,0.21,0.33
-0.18,0.91,0.07,-10.93,-79.22,-31.19,0.00,0.00,0.00
-0.10,1.25,0.12,25.33,-15.50,-20.26,0.00,0.00,0.52
0.01,0.98,-0.08,21.12,-16.11,-10.99,0.00,0.11,0.82
0.33,0.58,0.53,80.57,29.05,-32.10,0.00,0.06,0.00
-0.01,0.98,0.25,-113.59,53.53,47.73,0.00,0.00,0.00
0.14,0.96,0.04,-54.75,16.36,21.97,0.00,0.10,0.37
-0.15,1.04,0.05,63.42,22.34,-11.84,0.00,0.24,0.45
0.05,0.69,0.27,-4.33,-20.57,-6.84,0.00,0.00,0.00
-0.04,0.82,0.38,16.91,38.64,-10.50,0.00,0.00,0.54
-0.08,0.98,-0.09,18.49,-22.95,-11.35,0.00,0.09,0.89
0.21,0.63,0.63,-34.85,-98.39,-54.14,0.00,0.00,0.00
0.41,1.04,0.02,-7.02,-38.15,-40.10,0.00,0.00,0.08
