accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.05,0.06,-1.25,2.99,0.00,-0.37,0.51,0.49,0.00,0.74,2
-0.04,0.06,-1.25,2.99,0.12,-0.61,0.77,0.00,0.00,0.49,2
-0.04,0.06,-1.25,3.05,0.18,-0.73,0.78,0.00,0.00,0.72,2
-0.04,0.06,-1.24,3.11,0.18,-0.73,0.67,0.00,0.00,0.85,2
-0.04,0.06,-1.25,2.87,0.00,-0.85,0.63,0.00,0.00,0.53,2
-0.05,0.07,-1.24,2.87,-0.06,-0.37,0.69,0.00,0.00,0.88,2
-0.04,0.07,-1.24,2.87,-0.18,-0.85,0.48,0.00,0.00,0.90,2
-0.04,0.06,-1.25,2.99,0.24,-0.49,0.60,0.00,0.00,0.86,2
-0.04,0.06,-1.24,3.17,0.00,-0.92,0.00,0.00,0.00,0.35,2
-0.04,0.07,-1.25,3.23,0.06,-0.55,0.00,0.00,0.00,0.38,2
-0.04,0.07,-1.24,3.05,-0.06,-0.79,0.00,0.00,0.00,0.57,2
-0.04,0.06,-1.24,3.05,0.18,-0.61,0.74,0.00,0.00,0.50,2
-0.04,0.07,-1.25,3.11,0.00,-0.73,0.77,0.00,0.00,0.49,2
-0.04,0.06,-1.24,2.93,0.00,-0.49,0.99,0.00,0.18,0.32,2
-0.04,0.06,-1.25,3.05,0.06,-0.55,0.36,0.00,0.00,0.71,2
-0.04,0.07,-1.24,3.30,0.12,-0.67,0.09,0.00,0.00,0.50,2
-0.04,0.06,-1.25,3.05,0.00,-0.55,0.00,0.00,0.00,0.68,2
-0.04,0.06,-1.24,2.93,0.06,-0.85,0.00,0.00,0.00,0.65,2
-0.04,0.06,-1.24,2.81,0.12,-0.92,0.00,0.00,0.00,0.45,2
-0.04,0.06,-1.24,2.99,0.06,-0.43,0.00,0.00,0.00,0.33,2
-0.04,0.06,-1.24,2.99,0.00,-0.55,0.00,0.00,0.00,0.29,2
-0.04,0.07,-1.24,3.30,0.12,-0.55,0.00,0.00,0.00,0.34,2
-0.04,0.06,-1.24,3.05,-0.06,-0.67,0.00,0.00,0.00,0.36,2
-0.04,0.06,-1.24,3.23,-0.18,-0.67,0.00,0.00,0.00,0.38,2
-0.04,0.06,-1.24,3.23,0.12,-0.61,0.00,0.00,0.00,0.38,2
-0.04,0.06,-1.25,3.17,-0.06,-0.67,0.00,0.00,0.00,0.39,2
-0.04,0.07,-1.24,3.05,-0.12,-0.79,0.00,0.00,0.00,0.39,2
-0.05,0.07,-1.24,2.93,0.00,-0.67,0.00,0.00,0.00,0.39,2
-0.04,0.07,-1.24,2.99,0.06,-0.79,0.00,0.00,0.00,0.39,2
-0.04,0.06,-1.24,2.93,-0.06,-0.67,0.00,0.00,0.00,0.27,2
-0.11,0.08,-1.23,3.72,1.16,-5.37,0.00,0.00,0.00,0.00,2
-0.02,0.05,-1.25,1.16,-1.10,-11.23,0.00,0.00,0.00,0.00,2
-0.05,0.07,-1.32,-6.29,-0.43,15.20,0.00,0.00,0.00,0.00,2
-0.04,0.03,-1.24,-4.27,-0.18,-1.83,0.00,0.00,0.00,0.00,2
-0.04,0.04,-1.25,-2.38,0.06,-0.79,0.00,0.00,0.00,0.00,2
-0.04,0.03,-1.24,13.67,-0.06,-0.73,0.00,0.00,0.00,0.00,2
-0.05,0.02,-1.25,0.37,-0.61,-2.56,0.00,0.00,0.00,0.00,2
-0.05,-0.03,-1.21,-7.51,-0.12,-1.89,0.00,0.00,0.00,0.00,2
-0.05,-0.06,-1.13,1.65,0.67,-1.34,0.00,0.00,0.00,0.00,2
-0.04,0.02,-1.20,21.12,-0.85,1.83,0.00,0.00,0.00,0.00,2
-0.00,0.03,-1.21,3.42,1.34,-13.55,0.00,0.00,0.00,0.00,2
-0.04,-0.02,-1.25,0.49,5.00,-3.72,0.00,0.00,0.00,0.00,2
-0.04,-0.09,-1.23,3.72,-0.06,2.99,0.00,0.00,0.00,0.00,2
-0.04,-0.09,-1.24,2.75,0.00,-0.06,0.00,0.51,0.00,0.00,2
-0.04,-0.04,-1.26,-4.70,-0.06,-0.67,0.00,0.54,0.00,0.00,2
-0.06,-0.07,-1.24,6.41,-0.49,0.00,0.00,0.00,0.00,0.00,2
-0.05,-0.09,-1.24,3.05,0.24,-0.61,0.00,0.00,0.00,0.00,2
-0.05,-0.09,-1.24,2.87,-0.12,-1.22,0.00,0.00,0.00,0.00,2
-0.05,-0.09,-1.23,2.87,-0.24,-0.55,0.00,0.19,0.00,0.00,2
-0.05,-0.08,-1.24,2.81,-0.12,-0.43,0.00,0.49,0.00,0.00,2
-0.05,-0.09,-1.24,4.76,-0.37,1.16,0.00,0.00,0.55,0.00,2
-0.05,-0.09,-1.23,3.42,0.18,-0.73,0.00,0.00,0.62,0.00,2
-0.05,-0.09,-1.24,2.81,-0.12,-0.61,0.00,0.00,0.34,0.00,2
-0.04,-0.09,-1.23,3.42,-0.06,-0.49,0.00,0.00,0.36,0.00,2
-0.05,-0.09,-1.24,3.17,0.00,-0.85,0.67,0.00,0.00,0.00,2
-0.05,-0.09,-1.25,3.23,0.18,-0.61,0.74,0.00,0.00,0.00,2
-0.05,-0.09,-1.24,3.11,0.12,-0.73,0.00,0.00,0.00,0.00,2
-0.05,-0.09,-1.24,3.30,-0.31,-0.85,0.00,0.00,0.00,0.13,2
-0.05,-0.09,-1.24,3.23,0.12,-0.85,0.00,0.00,0.00,0.74,2
-0.05,-0.09,-1.24,3.23,-0.12,-0.43,0.00,0.00,0.00,0.85,2
-0.05,-0.09,-1.23,3.05,0.31,-0.67,0.00,0.00,0.00,0.00,2
-0.05,-0.08,-1.24,3.36,0.06,-0.43,0.00,0.00,0.00,0.00,2
-0.05,-0.09,-1.24,5.49,2.93,-0.79,0.00,0.00,0.00,0.00,2
-0.04,-0.09,-1.24,2.75,-0.18,-0.55,0.00,0.00,0.00,0.00,2
-0.04,-0.09,-1.24,3.11,-0.31,-0.55,0.00,0.00,0.00,0.00,2
-0.04,-0.09,-1.24,3.05,-0.12,-0.79,0.00,0.00,0.00,0.00,2
-0.04,-0.10,-1.23,3.60,0.61,-0.31,0.00,0.00,0.00,0.00,2
-0.05,-0.09,-1.23,2.62,0.31,-0.61,0.00,0.00,0.00,0.00,2
-0.05,-0.09,-1.24,3.05,0.31,-0.79,0.00,0.50,0.00,0.00,2
-0.05,-0.09,-1.23,3.17,0.06,-0.49,0.00,0.66,0.00,0.00,2
-0.04,-0.08,-1.24,3.30,0.12,-0.67,0.00,0.00,0.00,0.00,2
-0.04,-0.08,-1.24,3.05,0.06,-0.49,0.00,0.00,0.44,0.00,2
-0.04,-0.09,-1.24,3.05,0.00,-0.85,0.00,0.00,0.83,0.00,2
-0.05,-0.09,-1.24,3.36,0.12,-0.61,0.00,0.00,0.04,0.00,2
-0.05,-0.08,-1.24,3.11,0.06,-0.61,1.01,0.00,0.00,0.00,2
-0.05,-0.09,-1.24,3.30,0.00,-0.55,1.21,0.00,0.00,0.00,2
-0.05,-0.09,-1.24,3.23,-0.06,-0.55,0.00,0.00,0.00,0.42,2
-0.05,-0.09,-1.24,2.93,0.12,-0.85,0.00,0.00,0.00,0.62,2
-0.05,-0.09,-1.24,2.99,0.00,-0.55,1.14,0.00,0.00,0.52,2
-0.05,-0.09,-1.24,2.87,0.06,-0.73,1.29,0.00,0.00,0.42,2
-0.03,-0.08,-1.24,3.17,0.37,-0.49,0.00,0.00,0.00,0.00,2
-0.05,-0.09,-1.24,3.05,0.00,-0.55,0.00,0.00,0.00,0.00,2
-0.04,-0.09,-1.24,3.17,0.00,-0.61,0.04,0.00,0.00,0.17,2
-0.05,-0.09,-1.24,2.87,-0.06,-1.10,0.05,0.21,0.00,0.16,2
-0.05,-0.09,-1.24,2.93,-0.18,-0.31,0.18,0.45,0.00,0.55,2
-0.05,-0.09,-1.24,3.30,0.37,-0.61,0.00,0.00,0.00,0.46,2
-0.04,-0.09,-1.23,3.17,0.18,-0.79,0.26,0.00,0.00,0.35,2
-0.05,-0.09,-1.24,2.87,0.31,-0.49,1.01,0.00,0.00,0.43,2
-0.05,-0.08,-1.24,2.93,-0.18,-0.61,0.93,0.00,0.00,0.49,2
-0.05,-0.09,-1.24,3.36,-0.06,-0.55,0.88,0.00,0.00,0.00,2
-0.05,-0.07,-1.27,1.77,-0.18,-0.79,0.00,0.11,0.00,0.05,2
-0.05,-0.09,-1.24,2.87,0.18,-0.49,0.00,0.00,0.00,0.43,2
-0.05,-0.09,-1.24,3.23,0.06,-0.49,0.00,0.56,0.00,0.43,2
-0.05,-0.09,-1.24,3.11,-0.12,-0.67,0.00,0.00,0.00,0.43,2
-0.05,-0.09,-1.24,2.99,-0.12,-0.61,0.00,0.39,0.00,0.32,2
-0.04,-0.09,-1.23,2.93,0.12,-0.79,0.00,0.00,0.00,0.00,2
-0.05,-0.09,-1.23,2.93,0.24,-0.55,0.00,0.05,0.00,0.00,2
-0.05,-0.09,-1.24,3.17,-0.06,-0.73,0.00,0.64,0.89,0.00,2
-0.05,-0.09,-1.24,2.81,0.18,-0.55,0.00,0.71,1.04,0.00,2
-0.05,-0.08,-1.25,2.20,-0.61,-0.98,0.00,0.00,0.00,0.00,2
-0.05,-0.08,-1.24,2.75,-0.06,-0.85,0.08,0.00,0.00,0.00,2
-0.06,-0.08,-1.24,3.23,-0.06,-0.24,1.02,0.00,0.00,0.18,2
-0.04,-0.09,-1.25,2.81,-0.12,-0.61,1.25,0.00,0.00,0.19,2
-0.05,-0.09,-1.23,3.11,0.12,-0.61,1.36,0.00,0.00,0.17,2
-0.06,-0.10,-1.24,2.75,-0.06,4.09,0.00,0.00,0.00,0.00,2
-0.07,-0.12,-1.21,2.62,-1.40,-2.44,0.00,0.00,0.00,0.00,2
-0.00,0.06,-1.25,0.98,-3.78,0.31,0.00,0.00,0.00,0.00,2
-0.04,0.07,-1.25,3.23,0.00,0.49,0.00,0.00,0.00,0.00,2
-0.07,0.05,-1.24,-2.99,-0.18,-1.04,0.00,0.00,0.00,0.00,2
-0.02,0.04,-1.24,-0.92,0.55,5.43,0.00,0.00,0.00,0.00,2
-0.04,0.06,-1.24,3.17,-0.18,-0.67,0.00,0.00,0.00,0.00,2
-0.04,0.06,-1.25,3.05,0.00,-0.61,0.00,0.00,0.00,0.00,2
-0.04,0.06,-1.25,3.23,-0.06,-0.73,0.00,0.00,0.00,0.00,2
-0.04,0.06,-1.24,2.75,-0.12,-0.92,0.00,0.00,0.00,0.00,2
-0.04,0.06,-1.24,3.05,0.18,-0.49,0.00,0.00,0.00,0.00,2
-0.04,0.07,-1.25,2.69,0.06,-0.73,0.00,0.00,0.00,0.00,2
-0.05,0.06,-1.24,2.99,-0.12,-0.85,0.00,0.00,0.00,0.00,2
-0.04,0.07,-1.25,3.05,0.00,-0.79,0.00,0.00,0.00,0.00,2
