accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-0.16,0.93,-0.02,-24.72,-178.10,-96.86,0.00,0.00,0.00
-0.24,0.96,-0.10,34.18,6.41,-4.94,0.13,0.27,0.48
0.13,0.87,0.14,-21.42,-51.76,-22.03,0.00,0.00,0.00
0.10,0.87,0.37,8.91,-73.79,-4.21,0.00,0.24,0.00
-0.15,0.81,0.30,27.16,-7.87,-8.42,0.00,0.08,0.00
-0.12,0.79,0.24,16.78,-0.73,-22.03,0.00,0.00,0.00
-0.14,0.97,0.07,23.74,4.82,0.24,0.00,0.00,0.09
-0.31,0.88,0.09,-44.62,-6.23,-25.57,0.00,0.00,0.00
-0.10,1.00,0.06,9.77,20.69,0.12,0.00,0.00,0.58
0.17,1.06,0.08,-64.76,22.40,-27.59,0.00,0.00,0.00
-0.14,0.96,-0.08,20.75,-25.15,-2.93,0.00,0.21,0.00
0.15,0.76,0.02,-22.16,-7.57,-14.22,0.00,0.00,0.00
-0.21,0.93,0.36,-20.75,117.25,65.92,0.00,0.23,0.00
-0.01,0.94,-0.20,101.62,13.24,-11.84,0.00,0.20,0.00
0.21,1.03,0.08,35.40,82.52,8.79,0.00,0.09,0.00
-0.16,1.00,0.02,46.33,4.09,-14.28,0.00,0.00,0.00
0.15,0.74,0.22,6.35,-141.11,-83.01,0.00,0.00,0.00
-0.37,0.97,-0.21,22.95,-74.16,-29.60,0.00,0.00,0.00
-0.13,0.59,-0.06,-149.66,46.20,57.25,0.00,0.00,0.00
-0.40,0.92,-0.14,32.17,-50.48,-28.69,0.00,0.00,0.00
-0.16,0.49,-0.05,-152.04,81.54,112.43,0.00,0.00,0.00
-0.59,1.29,0.18,40.28,-16.78,-7.45,0.13,0.45,0.29
0.19,0.62,0.64,-158.87,0.12,24.60,0.00,0.00,0.00
0.15,0.89,-0.04,29.79,-75.01,-15.99,0.00,0.07,0.25
0.35,0.50,0.65,-157.78,-71.29,56.15,0.00,0.00,0.00
0.42,1.04,0.21,25.21,-45.59,6.16,0.00,0.12,0.09
0.64,0.52,0.94,-123.23,-132.81,-47.85,0.00,0.00,0.00
-0.23,0.94,0.18,31.37,-16.36,-16.85,0.00,0.37,0.00
0.27,0.39,0.26,-35.10,-41.63,-48.16,0.00,0.00,0.00
-0.17,1.00,-0.18,53.65,42.42,-3.36,0.00,0.00,0.51
-0.76,1.94,0.23,52.92,-72.20,-31.43,0.00,0.06,0.00
-0.31,0.98,-0.27,153.14,8.73,-33.94,0.00,0.12,0.00
-0.00,0.78,0.51,-16.48,31.01,18.19,0.00,0.25,0.00
-0.79,1.98,-0.32,192.63,-12.70,-77.45,0.00,0.11,0.00
0.28,0.77,0.41,-14.16,93.32,25.21,0.00,0.22,0.00
0.44,1.16,0.49,162.60,0.43,-77.94,0.00,0.08,0.00
-0.09,0.95,0.02,-0.31,-181.15,6.53,0.00,0.25,0.00
-0.39,0.50,0.10,-57.68,-399.84,-168.33,0.00,0.00,0.00
0.25,1.00,-0.07,-46.94,-11.17,33.26,0.00,0.09,0.42
0.19,1.09,-0.03,-55.11,149.84,43.27,0.00,0.00,0.00
0.28,0.86,-0.42,-18.62,41.93,29.97,0.00,0.00,0.00
0.54,0.95,0.67,151.18,80.81,-42.66,0.00,0.00,0.00
-0.12,0.83,-0.06,-32.23,-143.92,29.30,0.00,0.00,0.00
-0.41,1.78,0.12,175.11,43.52,-45.47,0.00,0.05,0.00
0.23,0.95,0.18,-10.93,-34.30,55.11,0.00,0.29,0.00
0.32,1.22,0.58,99.91,-76.17,-115.36,0.00,0.00,0.00
-0.04,1.07,-0.12,-62.44,-119.57,25.94,0.00,0.10,0.32
0.03,0.89,0.12,-50.90,-213.13,-79.10,0.00,0.00,0.00
0.37,0.90,-0.33,-22.52,66.96,46.26,0.00,0.00,0.00
0.01,0.82,0.22,80.87,64.33,-31.43,0.00,0.00,0.40
-0.53,0.79,0.24,51.94,-51.82,7.69,0.00,0.18,0.00
-0.11,0.78,-0.24,83.74,-9.40,-16.54,0.00,0.13,0.37
0.11,1.30,0.28,73.30,-77.15,-40.04,0.00,0.00,0.00
-0.22,0.92,-0.08,37.29,5.13,0.24,0.00,0.15,0.37
-0.41,0.68,-0.54,53.41,-162.60,-23.13,0.00,0.00,0.00
