accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
0.05,0.92,0.19,9.70,14.40,0.98,0.34,0.53,0.00
-0.08,1.01,0.16,-133.18,57.56,148.19,0.00,0.00,0.00
-0.09,0.98,-0.06,48.71,-283.69,-50.90,0.00,0.00,0.00
-0.25,0.96,-0.17,-8.91,17.76,5.31,0.00,0.18,0.11
-0.10,1.01,0.05,18.92,-16.91,-7.81,0.00,0.18,0.00
-0.22,0.85,0.07,-173.77,-105.22,113.40,0.00,0.00,0.00
-0.30,1.02,-0.19,33.63,-193.73,-56.46,0.00,0.00,0.00
-0.26,0.98,-0.22,22.09,13.24,-20.69,0.18,0.53,0.00
-0.13,0.92,0.01,33.45,-16.05,-4.82,0.22,0.51,0.06
-0.17,2.06,0.50,-343.26,-162.66,92.65,0.00,0.00,0.00
0.24,1.09,-0.21,9.89,105.77,14.95,0.00,0.00,0.00
-0.09,0.93,-0.09,28.87,-24.60,-7.75,0.13,0.57,0.00
-0.57,0.79,-0.03,-81.73,-332.28,-93.99,0.00,0.00,0.00
-0.56,1.27,-0.38,72.27,-72.08,-62.07,0.00,0.13,0.00
-0.12,1.08,-0.14,18.98,11.29,-17.15,0.28,0.50,0.00
-0.29,1.18,-0.02,122.86,-54.26,-79.71,0.00,0.06,0.00
-0.27,0.91,-0.19,-42.91,-44.98,21.67,0.00,0.00,0.00
-0.30,0.99,-0.35,35.77,-7.57,-24.78,0.00,0.00,0.66
-0.20,0.99,-0.10,15.32,6.04,0.73,0.00,0.00,0.70
0.08,0.84,0.30,47.30,31.92,-11.90,0.00,0.00,0.00
-0.16,0.85,-0.26,21.55,-17.52,6.10,0.00,0.00,0.00
-0.32,1.00,-0.33,31.49,11.11,-17.94,0.00,0.00,0.82
-0.06,1.02,-0.07,19.41,40.22,-12.15,0.00,0.00,0.59
-0.18,0.77,0.44,-14.53,-413.64,-181.70,0.00,0.00,0.00
-0.44,0.61,-0.29,6.16,-193.79,3.72,0.00,0.00,0.00
-0.06,0.91,-0.12,57.50,57.80,-34.79,0.00,0.33,0.00
0.03,0.89,0.05,17.46,2.56,-7.93,0.64,0.56,0.00
0.22,0.69,0.30,-11.60,86.91,30.94,0.00,0.00,0.00
0.06,0.78,-0.19,1.65,1.28,-16.85,0.00,0.00,0.00
0.03,0.98,-0.10,54.99,27.59,-37.48,0.23,0.46,0.00
-0.07,0.92,-0.16,5.19,-7.32,2.62,0.14,0.66,0.00
-0.12,0.85,0.16,-57.86,-18.25,45.72,0.00,0.00,0.00
-0.38,1.02,-0.16,-9.22,-21.42,-22.58,0.00,0.00,0.00
0.01,0.94,-0.02,59.08,-92.29,-57.62,0.00,0.11,0.00
-0.12,0.97,-0.16,2.38,18.92,-8.79,0.53,0.53,0.09
0.10,0.94,0.33,-26.86,-253.85,-32.35,0.00,0.00,0.00
-0.61,1.33,-0.27,-62.26,141.54,159.06,0.00,0.00,0.00
-0.05,1.14,0.02,22.77,-34.73,-9.40,0.13,0.46,0.13
-0.05,0.84,-0.05,47.97,-3.11,-3.23,0.25,0.52,0.04
0.01,1.39,0.21,-261.96,143.37,148.01,0.00,0.00,0.00
-0.27,0.98,-0.33,19.47,5.55,-44.74,0.00,0.00,0.00
-0.10,1.00,0.16,-23.80,0.55,7.02,0.04,0.50,0.00
0.04,0.99,0.12,43.40,6.16,-20.87,0.17,0.68,0.00
0.02,1.62,0.50,-322.08,-84.47,154.30,0.00,0.00,0.00
-0.30,1.03,-0.42,33.57,17.27,-3.97,0.00,0.09,0.00
-0.04,0.99,-0.12,20.14,18.19,-6.29,0.00,0.11,0.42
-0.23,0.98,0.09,-6.35,-261.23,-126.04,0.00,0.00,0.00
0.02,1.07,-0.08,-121.89,178.89,134.52,0.00,0.00,0.00
-0.09,1.04,0.04,61.95,-103.21,-63.35,0.00,0.36,0.00
-0.02,1.00,0.07,28.56,23.56,-9.46,0.30,0.65,0.00
0.10,0.85,0.19,-140.38,-123.66,47.00,0.00,0.00,0.00
-0.67,0.99,-0.35,-5.00,179.38,23.68,0.00,0.00,0.00
-0.12,0.98,-0.01,-7.20,11.54,-6.35,0.00,0.19,0.27
-0.21,1.02,-0.10,39.49,109.68,10.19,0.00,0.34,0.31
