accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.84,0.21,-0.75,17.76,-14.10,10.62,0.00,0.00,0.00,0.00,2
-0.58,-0.07,-1.19,3.78,-34.55,22.09,0.28,0.00,0.00,0.00,2
-0.48,0.20,-0.89,-25.57,24.78,-7.14,0.00,0.00,0.00,0.00,2
-0.71,-0.00,-0.72,3.30,-35.28,21.91,0.42,0.00,0.00,0.00,2
-0.42,0.01,-1.21,9.03,44.07,-14.53,0.48,0.00,0.00,0.00,2
-0.23,-0.08,-0.73,82.89,5.00,-44.37,0.10,0.00,0.00,0.00,2
-0.18,0.19,-1.21,-5.62,-46.02,-15.93,0.61,0.09,0.00,0.00,2
-0.95,0.12,-0.60,17.88,51.57,4.39,0.00,0.00,0.00,0.00,2
-0.39,-0.16,-1.06,2.01,-22.28,-4.70,0.44,0.05,0.00,0.00,2
-0.99,0.04,-0.57,46.57,171.63,39.79,0.00,0.00,0.00,0.00,2
-0.86,-0.03,-0.96,-16.66,-134.46,12.33,0.34,0.06,0.00,0.00,2
-0.94,0.10,-0.64,-9.89,-18.19,8.67,0.00,0.00,0.00,0.00,2
-0.83,0.20,-0.74,5.62,-34.73,12.51,0.51,0.19,0.00,0.00,2
-1.04,0.19,-1.08,34.18,67.32,8.97,0.13,0.07,0.00,0.00,2
-1.89,0.29,-1.09,4.39,-83.98,82.21,0.00,0.00,0.77,0.00,2
-0.87,0.02,-0.69,49.19,-9.83,-8.61,0.00,0.00,0.00,0.00,2
-0.75,-0.22,-0.93,56.34,12.51,36.01,0.42,0.06,0.00,0.00,2
-0.71,0.28,-0.55,-52.49,74.71,-43.82,0.00,0.00,0.00,0.00,2
-0.87,0.12,-0.66,11.54,25.51,-5.07,0.00,0.00,0.34,0.00,2
-1.02,0.08,-0.71,14.65,-41.50,-19.47,0.26,0.00,0.00,0.00,2
-0.53,-0.24,-0.93,-118.84,-51.21,26.67,0.00,0.00,0.54,0.00,2
-0.64,0.21,-0.03,47.00,-34.42,-2.01,0.15,0.00,0.77,0.00,2
-0.99,0.50,-0.04,-62.07,-43.33,28.93,0.00,0.00,0.41,0.00,2
-0.94,-0.02,-0.34,27.10,-16.72,0.37,0.10,0.05,0.95,0.00,2
-2.46,1.32,-0.40,-70.98,35.95,31.25,0.00,0.00,0.34,0.00,2
-0.84,0.18,-0.40,6.35,-19.23,-15.20,0.00,0.00,0.98,0.00,2
-0.66,0.44,-0.76,-21.00,-16.30,-9.03,0.00,0.00,0.00,0.00,2
-1.49,0.27,-0.93,-3.97,-103.27,-6.59,0.00,0.00,0.00,0.00,2
-0.66,0.71,-1.06,-91.00,-30.40,-57.80,0.00,0.04,0.00,0.00,2
-0.77,0.25,-0.83,56.82,-35.71,10.56,0.08,0.21,0.39,0.00,2
-0.47,0.20,-1.04,-38.70,-13.92,-4.82,0.00,0.00,0.00,0.00,2
-0.96,0.00,-0.77,67.50,5.19,52.43,0.19,0.23,0.00,0.00,2
-0.94,0.39,-0.58,220.34,-27.77,115.72,0.00,0.00,0.00,0.00,2
-0.88,0.04,-0.69,-66.35,22.89,-39.12,0.00,0.00,0.68,0.00,2
-0.64,0.48,-0.39,73.12,70.13,-50.42,0.00,0.00,0.00,0.00,2
-0.79,0.23,-0.87,8.06,-2.08,17.64,0.46,0.22,0.00,0.00,2
-0.70,0.06,-0.60,-37.54,-9.28,-23.93,0.00,0.00,0.00,0.00,2
-0.87,0.31,-1.08,-25.02,5.13,6.96,0.51,0.08,0.00,0.00,2
-0.72,0.25,-0.89,3.60,74.34,-1.53,0.00,0.00,0.00,0.00,2
-0.71,0.03,-1.02,7.75,18.25,-25.21,0.22,0.00,0.00,0.00,2
-0.93,0.34,-0.83,7.63,89.54,-8.24,0.00,0.00,0.00,0.00,2
-0.93,0.16,-0.72,-16.78,-20.69,1.28,0.50,0.17,0.00,0.00,2
-0.81,-0.04,-1.12,88.20,130.86,49.13,0.00,0.00,0.00,0.00,2
-1.23,0.03,-1.08,-9.28,15.20,-61.77,0.42,0.00,0.00,0.00,2
-0.63,0.15,-1.12,47.30,4.15,1.10,0.00,0.00,0.00,0.00,2
-0.63,-0.02,-1.10,10.50,-14.65,0.24,0.39,0.31,0.00,0.00,2
-0.84,0.26,-0.81,-10.31,54.99,-3.91,0.00,0.00,0.00,0.00,2
-1.01,0.19,-0.83,-22.03,-95.76,0.06,0.14,0.00,0.08,0.00,2
-0.81,0.29,-0.79,-9.64,53.47,6.65,0.00,0.00,0.00,0.00,2
-0.83,-0.25,-0.53,-17.27,-102.17,36.50,0.06,0.00,0.41,0.00,2
-0.91,0.04,-0.76,-0.49,22.77,-2.99,0.00,0.00,0.00,0.00,2
-0.86,0.31,-0.76,45.65,-9.40,17.82,0.00,0.00,0.00,0.00,2
-0.64,0.17,-0.90,-48.89,-127.87,-8.85,0.00,0.00,0.00,0.00,2
-0.92,0.13,-0.75,-22.89,-11.54,-0.55,0.00,0.00,0.00,0.00,2
-1.06,0.25,-0.84,-61.28,-33.75,-33.20,0.06,0.00,0.00,0.00,2
-0.73,0.19,-1.04,-0.61,108.40,6.77,0.04,0.00,0.00,0.00,2
