accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
-0.02,1.02,-0.03,48.52,-23.99,-30.58,0.00,0.00,0.27
-0.06,1.00,-0.15,11.60,-25.94,-9.16,0.00,0.00,1.02
0.25,0.84,0.26,-51.45,2.99,24.90,0.00,0.00,0.00
0.12,1.09,-0.08,20.20,-15.75,-10.80,0.00,0.00,1.00
0.18,0.91,0.17,-64.15,-39.55,27.22,0.00,0.00,0.00
0.13,1.11,-0.26,39.12,-2.32,-25.33,0.00,0.00,0.70
0.16,0.98,0.22,-48.10,-3.54,8.97,0.00,0.00,0.00
0.29,0.94,-0.16,-6.71,-4.88,-5.07,0.00,0.00,1.14
0.05,1.04,-0.18,11.17,82.76,10.56,0.00,0.00,0.00
0.11,1.05,0.05,19.35,9.58,-12.08,0.00,0.00,1.00
0.13,0.87,0.27,-90.52,-188.11,-36.38,0.00,0.00,0.00
-0.02,1.06,-0.19,18.01,18.25,12.27,0.00,0.00,0.99
0.27,0.89,0.14,5.07,-171.57,-62.32,0.00,0.00,0.00
0.09,1.03,-0.14,-14.40,-56.21,12.27,0.00,0.00,0.92
-0.04,1.12,-0.05,-5.13,-73.30,-6.90,0.00,0.00,0.00
0.39,0.81,0.31,-30.15,12.15,7.63,0.00,0.00,0.88
0.04,0.45,0.21,26.86,-48.10,-69.52,0.00,0.00,0.00
0.16,0.99,-0.03,49.93,162.35,-7.51,0.00,0.00,0.00
0.08,0.87,-0.09,71.23,-3.30,-47.67,0.00,0.00,1.01
0.42,1.32,0.11,-305.36,88.01,229.49,0.00,0.00,0.00
-0.08,0.94,-0.38,-93.08,23.25,10.13,0.00,0.00,0.00
-0.39,1.05,-0.43,24.60,-64.39,-26.55,0.00,0.00,1.02
1.20,0.98,0.61,14.34,-120.85,-18.62,0.00,0.00,0.00
1.40,1.24,-0.48,-59.02,97.41,73.49,0.00,0.00,0.58
0.77,1.12,-0.68,-0.79,-70.80,-56.88,0.00,0.00,0.00
-0.08,1.03,-0.21,170.47,-5.92,-129.88,0.00,0.00,0.00
-0.43,0.92,-0.92,21.85,5.86,-28.81,0.00,0.07,0.79
0.81,0.94,0.28,41.38,-19.65,-13.43,0.00,0.00,0.00
-0.13,0.87,-0.30,6.35,35.77,13.06,0.00,0.00,0.00
-0.32,1.77,-0.67,-4.33,-138.00,-30.76,0.00,0.00,0.80
0.15,0.99,-0.09,30.33,5.68,-13.61,0.00,0.00,0.86
0.22,0.91,0.01,-99.61,46.94,87.28,0.00,0.00,0.00
0.11,1.28,-0.19,20.94,-80.99,-29.42,0.00,0.00,0.89
-0.41,1.08,0.14,-36.25,-237.06,-4.52,0.00,0.00,0.07
0.04,0.83,-0.47,48.77,-54.93,-21.97,0.00,0.00,0.00
0.14,1.00,-0.21,32.59,12.08,-18.07,0.00,0.00,1.01
0.12,1.14,0.04,-140.75,-12.94,112.00,0.00,0.00,0.00
-0.17,0.87,-0.17,43.58,-28.56,-50.29,0.00,0.00,0.00
-0.04,1.09,-0.24,11.54,-75.01,-15.20,0.00,0.14,0.84
0.07,0.96,-0.02,34.85,0.49,-25.27,0.00,0.00,0.80
0.09,0.82,0.09,-121.64,21.36,46.39,0.00,0.00,0.00
0.04,1.01,-0.22,-60.12,-93.69,45.47,0.00,0.00,0.00
0.03,1.01,-0.25,33.02,11.54,-14.16,0.07,0.00,0.83
0.02,1.05,0.00,-63.60,-302.98,-59.20,0.00,0.00,0.00
0.23,0.84,-0.20,61.10,0.00,-13.37,0.00,0.00,0.00
-0.11,1.04,-0.38,31.19,4.88,-13.92,0.19,0.08,0.79
0.15,0.98,-0.19,52.25,-97.41,-86.24,0.00,0.00,0.00
-0.28,0.95,-0.37,22.64,60.24,-23.13,0.00,0.00,0.00
0.03,1.01,-0.20,30.40,2.87,-24.84,0.00,0.00,0.85
0.18,1.09,-0.30,40.77,1.65,-29.24,0.00,0.00,0.00
-0.20,0.96,-0.36,36.99,-43.33,-46.81,0.00,0.00,0.00
-0.08,1.01,-0.29,20.14,-31.31,7.63,0.00,0.07,0.75
