accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.07,0.06,-1.26,2.87,-0.12,0.37,0.00,0.00,0.58,0.00,2
-0.07,0.06,-1.24,2.62,0.31,0.31,0.00,0.00,0.41,0.00,2
-0.08,0.06,-1.26,2.69,0.49,0.18,0.09,0.00,0.62,0.00,2
-0.08,0.07,-1.26,2.69,0.12,0.24,0.00,0.00,0.61,0.00,2
-0.07,0.06,-1.25,2.69,0.06,0.06,0.00,0.00,0.68,0.00,2
-0.07,0.07,-1.25,2.69,-0.06,0.43,0.20,0.00,0.19,0.00,2
-0.08,0.07,-1.25,2.93,0.00,0.00,0.27,0.00,0.26,0.00,2
-0.07,0.07,-1.26,2.56,0.31,0.12,0.29,0.00,0.19,0.00,2
-0.08,0.06,-1.25,2.75,0.24,0.00,0.16,0.00,0.55,0.00,2
-0.08,0.06,-1.25,2.93,-0.49,0.06,0.00,0.00,0.34,0.00,2
-0.08,0.07,-1.26,2.81,-0.18,0.31,0.08,0.00,0.00,0.00,2
-0.07,0.07,-1.26,2.69,0.06,0.00,0.13,0.00,0.64,0.00,2
-0.07,0.08,-1.24,2.69,0.31,-0.24,0.14,0.00,0.65,0.00,2
-0.07,0.08,-1.26,2.56,0.31,0.06,0.14,0.00,0.65,0.00,2
-0.07,0.07,-1.26,2.75,-0.12,-0.31,0.00,0.00,0.58,0.00,2
-0.07,0.08,-1.26,2.50,0.18,-0.12,0.00,0.00,0.60,0.00,2
-0.07,0.07,-1.26,2.20,0.67,0.18,0.50,0.00,0.00,0.00,2
-0.07,0.07,-1.26,2.75,0.06,0.06,0.50,0.00,0.00,0.00,2
-0.07,0.08,-1.25,2.38,0.43,0.12,0.00,0.00,0.78,0.00,2
-0.07,0.07,-1.26,3.54,-1.46,-0.12,0.21,0.00,0.28,0.00,2
-0.07,0.08,-1.25,2.44,0.24,-0.24,0.48,0.00,0.00,0.00,2
-0.07,0.08,-1.26,2.99,-0.31,0.00,0.19,0.00,0.45,0.00,2
-0.07,0.07,-1.25,3.11,-0.49,-0.12,0.00,0.00,0.90,0.00,2
-0.07,0.07,-1.25,2.56,0.00,0.37,0.46,0.00,0.00,0.00,2
-0.07,0.07,-1.25,2.75,-0.12,-0.18,0.42,0.00,0.00,0.00,2
-0.07,0.08,-1.25,2.50,0.18,-0.12,0.17,0.00,0.75,0.00,2
-0.07,0.08,-1.25,2.75,0.18,-0.06,0.19,0.00,0.62,0.00,2
-0.08,0.07,-1.26,5.62,-6.16,-0.61,0.00,0.00,0.00,0.00,2
-0.07,0.07,-1.25,2.56,0.06,-0.12,0.11,0.00,0.37,0.00,2
-0.07,0.07,-1.25,4.03,-1.95,-0.06,0.00,0.00,0.65,0.00,2
-0.17,0.07,-1.08,5.92,11.90,-47.36,0.00,0.00,0.69,0.00,2
-0.24,0.12,-1.28,19.90,17.09,-5.92,0.00,0.00,0.73,0.00,2
-0.42,0.08,-1.18,0.73,2.38,0.37,0.00,0.00,0.71,0.00,2
-0.57,-0.03,-1.09,-13.92,24.96,7.81,0.00,0.00,0.72,0.00,2
-0.58,-0.17,-1.06,-4.76,-2.93,8.42,0.00,0.00,0.75,0.00,2
-0.14,-0.34,-1.18,0.18,-4.52,5.43,0.00,0.00,0.72,0.00,2
0.02,-0.36,-1.12,-3.54,-67.57,-21.12,0.00,0.00,0.76,0.00,2
0.63,-0.16,-1.05,15.56,-31.01,-8.36,0.00,0.00,0.73,0.00,2
0.66,-0.08,-0.99,1.71,3.97,1.40,0.00,0.00,0.70,0.00,2
0.56,-0.15,-1.03,0.00,4.58,1.04,0.00,0.00,0.71,0.00,2
