accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3
0.33,0.86,0.12,22.09,0.24,-15.01,0.13,0.60,0.00
0.57,0.90,0.56,-46.51,-7.81,-21.48,0.00,0.00,0.00
0.51,0.82,0.27,34.97,44.56,7.57,0.24,0.64,0.00
0.41,0.38,0.55,-8.18,21.12,-6.41,0.00,0.00,0.00
0.40,0.65,0.43,-3.23,24.60,16.11,0.00,0.00,0.00
0.36,0.78,0.23,-3.05,3.54,-0.85,0.11,0.58,0.00
0.33,0.31,0.46,36.68,-19.23,-5.80,0.15,0.47,0.00
0.34,0.64,0.43,-59.08,0.92,21.00,0.00,0.00,0.00
0.50,0.76,0.33,34.67,16.97,-10.68,0.17,0.18,0.00
0.36,0.58,0.39,-11.05,-20.63,-15.69,0.00,0.00,0.00
0.44,0.44,-0.00,66.71,-23.25,-33.69,0.00,0.00,0.00
0.68,0.15,0.43,87.46,1.89,-11.35,0.28,0.00,0.00
0.35,0.52,0.23,-66.10,-43.64,30.15,0.00,0.00,0.00
0.13,0.73,0.38,30.82,52.55,6.59,0.28,0.00,0.00
0.08,0.12,0.75,46.08,-6.65,-10.13,0.36,0.00,0.00
0.20,0.54,0.39,-2.01,174.62,198.97,0.00,0.00,0.00
0.37,0.63,0.29,15.14,5.43,7.32,0.26,0.00,0.00
0.59,0.25,0.57,-22.28,17.33,-24.60,0.00,0.00,0.00
0.32,0.78,0.34,-65.55,2.50,97.53,0.00,0.00,0.00
0.13,0.11,0.55,58.90,-11.29,6.29,0.34,0.00,0.00
0.12,0.41,0.22,-50.23,-60.06,-29.24,0.00,0.00,0.00
0.14,0.71,0.40,18.19,40.10,1.77,0.12,0.00,0.05
0.33,0.30,0.91,-2.44,-10.68,-7.20,0.23,0.00,0.00
0.49,0.56,0.62,-86.00,91.13,89.42,0.00,0.00,0.00
0.22,0.67,0.34,53.71,4.03,-8.00,0.40,0.00,0.15
0.25,0.66,0.43,-68.54,6.41,-42.54,0.00,0.00,0.00
0.48,1.22,0.20,19.96,90.88,-43.21,0.00,0.00,0.20
0.31,0.73,0.42,56.40,-8.12,-49.62,0.32,0.00,0.31
0.64,0.51,0.47,-54.63,160.83,63.60,0.00,0.00,0.00
0.40,0.64,0.32,22.89,-15.44,-28.20,0.52,0.00,0.05
-0.21,0.69,0.60,-140.93,-265.38,-125.12,0.00,0.00,0.00
0.08,0.89,0.23,1.95,11.90,-34.91,0.00,0.00,0.20
0.33,0.76,0.39,61.04,-22.46,-77.03,0.33,0.00,0.17
0.09,0.96,0.04,-55.11,39.18,64.27,0.00,0.00,0.00
0.31,0.88,0.06,66.89,45.53,-41.32,0.28,0.00,0.42
0.35,0.73,0.07,-6.96,-69.27,-44.13,0.00,0.00,0.00
-0.14,1.14,0.24,28.69,27.28,-17.21,0.00,0.00,0.06
0.23,0.58,0.78,13.98,-26.92,-32.65,0.37,0.00,0.00
0.43,0.82,0.31,3.36,115.23,37.66,0.00,0.00,0.00
0.47,0.53,0.46,14.47,-37.72,-15.56,0.57,0.28,0.00
0.28,0.61,0.41,-33.45,-1.71,-5.74,0.00,0.00,0.00
0.51,0.96,0.36,-31.62,-80.51,-83.01,0.00,0.00,0.00
0.30,0.72,0.30,48.34,2.08,-21.85,0.00,0.00,0.28
0.32,0.78,0.53,4.94,-154.85,-141.30,0.00,0.00,0.00
0.83,0.49,0.26,-86.91,-68.85,-16.30,0.00,0.00,0.00
0.55,0.65,0.36,-3.91,-1.89,-10.86,0.00,0.37,0.00
0.27,0.85,0.20,16.85,-5.19,-15.81,0.00,0.00,0.00
0.16,0.93,0.08,-75.81,12.76,48.58,0.00,0.00,0.00
